state,year,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Oregon,2002,273.51,5.010091E7,269.28,3.9952624E7,4.23,1.0148286E7,4.23,1.0148286E7
Missouri,1992,398.96,8.7564138E7,403.18,7.932397E7,-4.22,8240168.0,4.22,8240168.0
Arkansas,2007,344.23,5.4204604E7,348.45,5.5369812E7,-4.22,-1165208.0,4.22,1165208.0
Maine,1995,331.28,1.9942374E7,335.5,2.0331263E7,-4.22,-388889.0,4.22,388889.0
Maryland,2001,304.79,2.984205E7,309.0,3.0706847E7,-4.21,-864797.0,4.21,864797.0
South Carolina,1992,425.74,5.8223762E7,421.54,5.0995347E7,4.2,7228415.0,4.2,7228415.0
Pennsylvania,2010,394.01,2.9969424E8,389.85,2.57898764E8,4.16,4.1795476E7,4.16,4.1795476E7
Idaho,1996,344.69,1.0361031E7,348.85,1.0565186E7,-4.16,-204155.0,4.16,204155.0
Delaware,2015,360.99,2.578293E7,356.84,2.5464509E7,4.15,318421.0,4.15,318421.0
Illinois,2025,362.34,3.77774861E8,366.47,3.89992716E8,-4.13,-1.2217855E7,4.13,1.2217855E7
Maryland,2022,479.04,1.91145034E8,483.16,2.32020276E8,-4.12,-4.0875242E7,4.12,4.0875242E7
Maine,2005,287.13,2.2813016E7,283.01,2.0859832E7,4.12,1953184.0,4.12,1953184.0
Vermont,2006,285.44,6934309.0,281.33,6365380.0,4.11,568929.0,4.11,568929.0
Utah,1991,420.23,1.7214695E7,416.16,1.5267517E7,4.07,1947178.0,4.07,1947178.0
Delaware,2010,419.08,2.2409859E7,415.06,1.7824337E7,4.02,4585522.0,4.02,4585522.0
Utah,2013,430.51,4.1978027E7,426.51,4.715697E7,4.0,-5178943.0,4.0,5178943.0
Virginia,2017,335.91,1.21547741E8,339.91,1.30369089E8,-4.0,-8821348.0,4.0,8821348.0
Wyoming,2010,440.05,6572192.0,436.06,5273907.0,3.99,1298285.0,3.99,1298285.0
Massachusetts,1999,272.59,3.2479599E7,276.58,3.5826296E7,-3.99,-3346697.0,3.99,3346697.0
Wisconsin,1989,358.11,3.5260175E7,354.13,3.5582838E7,3.98,-322663.0,3.98,322663.0
Indiana,1996,367.08,5.5464418E7,371.06,6.4809108E7,-3.98,-9344690.0,3.98,9344690.0
Nebraska,1996,314.25,1.3304287E7,318.2,1.3671291E7,-3.95,-367004.0,3.95,367004.0
Montana,1997,350.34,9209870.0,354.28,1.0062951E7,-3.94,-853081.0,3.94,853081.0
Massachusetts,2001,260.26,2.7714634E7,256.33,2.7668266E7,3.93,46368.0,3.93,46368.0
New Hampshire,1999,278.74,5012738.0,274.82,4949983.0,3.92,62755.0,3.92,62755.0
Wisconsin,2010,386.53,1.28814264E8,382.61,9.8025376E7,3.92,3.0788888E7,3.92,3.0788888E7
Wyoming,1995,389.09,4939343.0,393.0,5060194.0,-3.91,-120851.0,3.91,120851.0
Maine,2010,385.07,4.5186364E7,381.16,3.9650996E7,3.91,5535368.0,3.91,5535368.0
New Hampshire,2006,285.92,7925883.0,282.02,7282388.0,3.9,643495.0,3.9,643495.0
West Virginia,2025,325.16,4.7657006E7,329.05,4.8569248E7,-3.89,-912242.0,3.89,912242.0
South Carolina,1995,378.77,5.2408671E7,382.64,5.5398828E7,-3.87,-2990157.0,3.87,2990157.0
West Virginia,2015,312.73,5.6790987E7,308.86,5.5161026E7,3.87,1629961.0,3.87,1629961.0
District of Columbia,2005,320.05,1.4374748E7,323.92,1.3916705E7,-3.87,458043.0,3.87,458043.0
Texas,2001,394.36,2.02905039E8,390.5,1.91024584E8,3.86,1.1880455E7,3.86,1.1880455E7
Guam,1999,853.63,5275364.0,849.78,4434348.0,3.85,841016.0,3.85,841016.0
Kentucky,1989,412.13,6.7013623E7,415.98,6.8113839E7,-3.85,-1100216.0,3.85,1100216.0
Georgia,2006,384.21,1.4732358E8,388.05,1.48703416E8,-3.84,-1379836.0,3.84,1379836.0
Minnesota,2015,297.57,7.071753E7,293.73,7.4343478E7,3.84,-3625948.0,3.84,3625948.0
Indiana,1999,331.93,4.164816E7,335.74,4.2872752E7,-3.81,-1224592.0,3.81,1224592.0
Indiana,2004,357.52,8.1912112E7,361.29,7.3933525E7,-3.77,7978587.0,3.77,7978587.0
North Dakota,2024,385.15,9896359.0,381.4,8761259.0,3.75,1135100.0,3.75,1135100.0
Minnesota,2001,288.06,2.7361535E7,284.32,2.5855032E7,3.74,1506503.0,3.74,1506503.0
Iowa,2005,339.84,3.1409212E7,336.11,2.7173995E7,3.73,4235217.0,3.73,4235217.0
Arkansas,2005,364.07,5.6741177E7,360.35,5.2201505E7,3.72,4539672.0,3.72,4539672.0
New Jersey,1989,382.0,5.3091081E7,385.68,5.2599109E7,-3.68,491972.0,3.68,491972.0
Kansas,1992,375.25,2.5986807E7,378.91,2.3530033E7,-3.66,2456774.0,3.66,2456774.0
Maryland,1989,372.7,3.9726907E7,376.36,3.9689059E7,-3.66,37848.0,3.66,37848.0
Utah,2024,390.57,3.3885114E7,394.23,3.1565564E7,-3.66,2319550.0,3.66,2319550.0
Idaho,1997,348.35,8590104.0,344.69,1.0361031E7,3.66,-1770927.0,3.66,1770927.0
Massachusetts,2025,338.14,2.25721233E8,334.48,2.2795258E8,3.66,-2231347.0,3.66,2231347.0
Ohio,2000,296.02,8.2898804E7,299.66,8.6225371E7,-3.64,-3326567.0,3.64,3326567.0
Hawaii,1994,568.95,2.9093557E7,565.32,2.5506332E7,3.63,3587225.0,3.63,3587225.0
Connecticut,1996,307.67,3.047691E7,304.05,3.0416389E7,3.62,60521.0,3.62,60521.0
Mississippi,2024,379.69,7.1256569E7,376.08,7.5546039E7,3.61,-4289470.0,3.61,4289470.0
Oregon,2005,289.67,6.3584386E7,286.07,6.1335893E7,3.6,2248493.0,3.6,2248493.0
Alabama,2015,363.95,1.51456361E8,360.35,1.51195912E8,3.6,260449.0,3.6,260449.0
Alaska,2002,552.87,9238371.0,556.46,7774002.0,-3.59,1464369.0,3.59,1464369.0
Wisconsin,1999,280.18,2.0209147E7,283.76,2.0883923E7,-3.58,-674776.0,3.58,674776.0
North Carolina,2005,343.22,1.20940652E8,346.79,1.11940648E8,-3.57,9000004.0,3.57,9000004.0
Delaware,1992,427.59,8393481.0,431.14,6944186.0,-3.55,1449295.0,3.55,1449295.0
Kansas,2007,307.94,2.5665103E7,311.49,2.5469719E7,-3.55,195384.0,3.55,195384.0
Iowa,1995,335.46,2.501371E7,339.01,2.6533974E7,-3.55,-1520264.0,3.55,1520264.0
South Dakota,2001,356.92,6235824.0,353.4,5831019.0,3.52,404805.0,3.52,404805.0
Pennsylvania,1989,321.54,1.25864585E8,325.06,1.25272398E8,-3.52,592187.0,3.52,592187.0
Missouri,2015,356.91,1.42657966E8,353.4,1.40875943E8,3.51,1782023.0,3.51,1782023.0
Louisiana,1991,460.19,1.21697076E8,456.69,1.15993392E8,3.5,5703684.0,3.5,5703684.0
Wisconsin,2016,289.47,1.02416141E8,292.97,1.15908747E8,-3.5,-1.3492606E7,3.5,1.3492606E7
Pennsylvania,2006,322.79,1.60923635E8,326.28,1.56671913E8,-3.49,4251722.0,3.49,4251722.0
West Virginia,2003,303.14,3.2350158E7,299.66,3.0451546E7,3.48,1898612.0,3.48,1898612.0
Mississippi,2015,350.44,1.03121809E8,346.96,1.04427318E8,3.48,-1305509.0,3.48,1305509.0
Tennessee,2024,402.49,1.42090858E8,405.96,1.53465044E8,-3.47,-1.1374186E7,3.47,1.1374186E7
South Dakota,1999,367.18,6013957.0,363.77,6127266.0,3.41,-113309.0,3.41,113309.0
Mississippi,1990,416.05,7.4358863E7,412.64,7.1288752E7,3.41,3070111.0,3.41,3070111.0
New York,2008,324.61,3.50381276E8,321.21,3.08278098E8,3.4,4.2103178E7,3.4,4.2103178E7
Texas,1991,460.26,3.66798024E8,463.62,3.12335018E8,-3.36,5.4463006E7,3.36,5.4463006E7
Nevada,2007,310.59,1.830414E7,307.23,1.6773172E7,3.36,1530968.0,3.36,1530968.0
Tennessee,1994,357.89,1.07601786E8,361.24,1.15236344E8,-3.35,-7634558.0,3.35,7634558.0
Minnesota,1989,304.54,3.0219451E7,301.2,2.882162E7,3.34,1397831.0,3.34,1397831.0
Michigan,1992,397.7,1.61756448E8,401.03,1.63829236E8,-3.33,-2072788.0,3.33,2072788.0
Pennsylvania,1996,343.79,1.65356056E8,347.12,1.77718442E8,-3.33,-1.2362386E7,3.33,1.2362386E7
Maine,2004,283.01,2.0859832E7,279.68,1.8973833E7,3.33,1885999.0,3.33,1885999.0
Hawaii,1992,590.36,2.4078833E7,587.06,2.0714569E7,3.3,3364264.0,3.3,3364264.0
Utah,1996,359.54,1.4774514E7,362.83,1.5776651E7,-3.29,-1002137.0,3.29,1002137.0
Illinois,1996,380.59,1.76603503E8,383.88,1.8499075E8,-3.29,-8387247.0,3.29,8387247.0
Vermont,1989,257.74,4000888.0,261.01,3857028.0,-3.27,143860.0,3.27,143860.0
California,1997,383.68,3.84746818E8,380.42,4.37177928E8,3.26,-5.243111E7,3.26,5.243111E7
Georgia,1994,387.44,1.28653239E8,390.7,1.24390017E8,-3.26,4263222.0,3.26,4263222.0
Minnesota,1992,348.36,4.4950532E7,345.1,4.219387E7,3.26,2756662.0,3.26,2756662.0
Oklahoma,2005,354.0,6.220156E7,350.77,5.8674147E7,3.23,3527413.0,3.23,3527413.0
Georgia,2016,376.62,2.96894249E8,379.81,3.15427674E8,-3.19,-1.8533425E7,3.19,1.8533425E7
Washington,2015,304.69,1.73059307E8,301.53,1.75666464E8,3.16,-2607157.0,3.16,2607157.0
South Dakota,1996,381.56,7006656.0,378.43,7049767.0,3.13,-43111.0,3.13,43111.0
Vermont,2007,282.31,7439805.0,285.44,6934309.0,-3.13,505496.0,3.13,505496.0
Georgia,1989,376.69,6.9682541E7,379.81,6.7000561E7,-3.12,2681980.0,3.12,2681980.0
New York,2010,421.26,6.3437104E8,418.15,5.43590047E8,3.11,9.0780993E7,3.11,9.0780993E7
Alaska,1989,611.57,5317624.0,608.5,5133670.0,3.07,183954.0,3.07,183954.0
District of Columbia,1995,386.96,1.65119E7,383.89,1.6119863E7,3.07,392037.0,3.07,392037.0
Iowa,1998,311.13,1.7885063E7,314.18,2.0258534E7,-3.05,-2373471.0,3.05,2373471.0
Wyoming,1994,393.0,5060194.0,396.04,4939609.0,-3.04,120585.0,3.04,120585.0
Utah,2025,387.54,3.474647E7,390.57,3.3885114E7,-3.03,861356.0,3.03,861356.0
Delaware,2007,338.58,1.0076645E7,335.56,9502759.0,3.02,573886.0,3.02,573886.0
North Dakota,1989,337.49,4839529.0,340.51,4674677.0,-3.02,164852.0,3.02,164852.0
Massachusetts,2010,355.54,1.49021564E8,352.54,1.26197732E8,3.0,2.2823832E7,3.0,2.2823832E7
North Dakota,1999,300.82,4169567.0,297.83,4170218.0,2.99,-651.0,2.99,651.0
North Carolina,2010,414.74,2.65702419E8,417.71,2.24052632E8,-2.97,4.1649787E7,2.97,4.1649787E7
Washington,2005,298.18,7.6747231E7,301.15,6.8309324E7,-2.97,8437907.0,2.97,8437907.0
Minnesota,2017,294.42,6.5066629E7,297.35,6.8093655E7,-2.93,-3027026.0,2.93,3027026.0
Mississippi,2010,421.73,1.07028797E8,418.8,9.4338919E7,2.93,1.2689878E7,2.93,1.2689878E7
Washington,2001,287.51,4.1943177E7,284.59,3.8375916E7,2.92,3567261.0,2.92,3567261.0
Ohio,2015,350.53,2.84766562E8,347.64,2.91944721E8,2.89,-7178159.0,2.89,7178159.0
South Dakota,2010,471.62,1.9445179E7,468.75,1.5715988E7,2.87,3729191.0,2.87,3729191.0
Arizona,2002,404.47,6.1878459E7,401.61,4.6397616E7,2.86,1.5480843E7,2.86,1.5480843E7
New Mexico,1991,459.93,3.1101808E7,462.79,2.5383458E7,-2.86,5718350.0,2.86,5718350.0
Arkansas,2021,437.49,7.125095E7,440.35,7.8049357E7,-2.86,-6798407.0,2.86,6798407.0
Illinois,2005,373.35,1.98410459E8,370.49,1.81236136E8,2.86,1.7174323E7,2.86,1.7174323E7
Alabama,2001,351.42,5.7643529E7,348.58,5.4617085E7,2.84,3026444.0,2.84,3026444.0
Vermont,2004,274.83,5958735.0,272.01,5639140.0,2.82,319595.0,2.82,319595.0
North Dakota,2006,325.76,6310832.0,328.58,6276008.0,-2.82,34824.0,2.82,34824.0
Connecticut,2015,325.82,8.0756417E7,328.63,8.0683025E7,-2.81,73392.0,2.81,73392.0
Illinois,2018,327.43,2.95158644E8,330.23,3.19349798E8,-2.8,-2.4191154E7,2.8,2.4191154E7
Oklahoma,1995,368.72,5.6056653E7,371.52,5.630537E7,-2.8,-248717.0,2.8,248717.0
North Dakota,2021,446.91,1.1002832E7,449.71,9977991.0,-2.8,1024841.0,2.8,1024841.0
Idaho,1991,405.58,9796308.0,402.79,8444762.0,2.79,1351546.0,2.79,1351546.0
Maine,2015,303.31,3.0925673E7,300.53,3.5800169E7,2.78,-4874496.0,2.78,4874496.0
Tennessee,1989,364.55,7.1045112E7,367.32,6.9560402E7,-2.77,1484710.0,2.77,1484710.0
Vermont,1999,265.38,5455593.0,262.61,5537133.0,2.77,-81540.0,2.77,81540.0
Vermont,2025,321.38,1.265964E7,324.14,1.2748486E7,-2.76,-88846.0,2.76,88846.0
Oregon,2004,286.07,6.1335893E7,283.32,5.7717336E7,2.75,3618557.0,2.75,3618557.0
Utah,1998,350.74,1.2458365E7,353.49,1.2912212E7,-2.75,-453847.0,2.75,453847.0
Montana,2008,343.05,1.2356167E7,340.3,1.1848272E7,2.75,507895.0,2.75,507895.0
North Dakota,1995,344.12,5738029.0,346.84,6145772.0,-2.72,-407743.0,2.72,407743.0
Wyoming,2004,351.79,3672994.0,349.08,3594124.0,2.71,78870.0,2.71,78870.0
Louisiana,2003,398.82,1.01539554E8,401.53,9.3684551E7,-2.71,7855003.0,2.71,7855003.0
Nevada,2015,327.65,7.0231157E7,324.94,6.3178738E7,2.71,7052419.0,2.71,7052419.0
New York,2007,321.21,3.08278098E8,323.91,3.04238824E8,-2.7,4039274.0,2.7,4039274.0
Washington,2025,320.75,1.69756276E8,323.43,1.67626875E8,-2.68,2129401.0,2.68,2129401.0
Arizona,2001,401.61,4.6397616E7,398.95,3.8581898E7,2.66,7815718.0,2.66,7815718.0
Utah,2012,426.51,4.715697E7,429.17,4.9065205E7,-2.66,-1908235.0,2.66,1908235.0
Texas,1999,398.81,2.00701168E8,396.16,2.27332094E8,2.65,-2.6630926E7,2.65,2.6630926E7
Tennessee,2007,342.64,1.33877774E8,340.0,1.3117681E8,2.64,2700964.0,2.64,2700964.0
New Jersey,2004,320.1,5.6618348E7,317.47,5.1255853E7,2.63,5362495.0,2.63,5362495.0
New Mexico,2005,374.08,3.5115044E7,371.46,3.2911229E7,2.62,2203815.0,2.62,2203815.0
Texas,2004,389.2,3.46373273E8,386.6,2.94072103E8,2.6,5.230117E7,2.6,5.230117E7
Montana,1994,369.52,1.0335122E7,372.11,1.0164602E7,-2.59,170520.0,2.59,170520.0
Alabama,1999,354.15,5.5982554E7,356.74,5.8615121E7,-2.59,-2632567.0,2.59,2632567.0
Arizona,2004,403.34,8.5094179E7,405.92,7.7693019E7,-2.58,7401160.0,2.58,7401160.0
District of Columbia,2008,304.53,1.5100774E7,301.95,1.3727158E7,2.58,1373616.0,2.58,1373616.0
Massachusetts,1989,258.01,3.6137282E7,255.43,3.4142247E7,2.58,1995035.0,2.58,1995035.0
Missouri,2004,344.17,9.8350596E7,341.6,8.8117619E7,2.57,1.0232977E7,2.57,1.0232977E7
Nevada,2010,398.39,5.4581994E7,395.82,4.0868428E7,2.57,1.3713566E7,2.57,1.3713566E7
California,1989,270.2,1.73531515E8,272.76,1.63898605E8,-2.56,9632910.0,2.56,9632910.0
Connecticut,2010,387.29,7.3009213E7,389.85,5.82954E7,-2.56,1.4713813E7,2.56,1.4713813E7
Guam,2005,922.1,7504224.0,919.57,7122293.0,2.53,381931.0,2.53,381931.0
Mississippi,2000,330.03,3.6215761E7,327.5,3.7070224E7,2.53,-854463.0,2.53,854463.0
Idaho,1995,348.85,1.0565186E7,351.36,1.0416429E7,-2.51,148757.0,2.51,148757.0
North Carolina,2004,346.79,1.11940648E8,344.3,9.9375282E7,2.49,1.2565366E7,2.49,1.2565366E7
New York,2025,377.46,6.5984867E8,374.98,6.49505093E8,2.48,1.0343577E7,2.48,1.0343577E7
Georgia,1999,343.99,8.3645368E7,346.46,8.9243134E7,-2.47,-5597766.0,2.47,5597766.0
Oregon,2019,272.97,9.2478699E7,275.44,9.9388038E7,-2.47,-6909339.0,2.47,6909339.0
New Jersey,2003,317.47,5.1255853E7,319.91,4.7667901E7,-2.44,3587952.0,2.44,3587952.0
Wyoming,2016,380.65,5505182.0,383.08,5321134.0,-2.43,184048.0,2.43,184048.0
Utah,2007,347.43,1.7568164E7,349.84,1.8661553E7,-2.41,-1093389.0,2.41,1093389.0
Illinois,1999,354.71,1.24030685E8,357.12,1.35914158E8,-2.41,-1.1883473E7,2.41,1.1883473E7
Nebraska,2005,331.66,1.6687074E7,329.25,1.6060523E7,2.41,626551.0,2.41,626551.0
Idaho,1989,386.57,8097933.0,388.97,8013324.0,-2.4,84609.0,2.4,84609.0
Oklahoma,2016,361.97,1.00159999E8,364.37,9.9166674E7,-2.4,993325.0,2.4,993325.0
Indiana,2015,372.84,1.37420811E8,370.46,1.47713267E8,2.38,-1.0292456E7,2.38,1.0292456E7
Pennsylvania,2019,292.68,2.63921266E8,290.31,2.77132132E8,2.37,-1.3210866E7,2.37,1.3210866E7
Arizona,1995,412.51,7.0761636E7,410.15,7.6630677E7,2.36,-5869041.0,2.36,5869041.0
Washington,1994,361.15,7.1903456E7,363.48,6.995142E7,-2.33,1952036.0,2.33,1952036.0
Virginia,2007,314.45,7.3280769E7,316.76,7.1516973E7,-2.31,1763796.0,2.31,1763796.0
Arkansas,2015,344.79,7.2773564E7,342.49,7.5424063E7,2.3,-2650499.0,2.3,2650499.0
Louisiana,2004,401.1,1.12052087E8,398.82,1.01539554E8,2.28,1.0512533E7,2.28,1.0512533E7
Louisiana,2012,425.27,1.85569507E8,427.55,1.68849882E8,-2.28,1.6719625E7,2.28,1.6719625E7
Iowa,1999,308.85,1.6576957E7,311.13,1.7885063E7,-2.28,-1308106.0,2.28,1308106.0
Virginia,1992,379.83,8.0510168E7,382.11,6.8525204E7,-2.28,1.1984964E7,2.28,1.1984964E7
Michigan,2004,317.82,1.36390784E8,320.08,1.20300117E8,-2.26,1.6090667E7,2.26,1.6090667E7
New Mexico,2010,443.52,7.0265799E7,445.78,5.7129535E7,-2.26,1.3136264E7,2.26,1.3136264E7
Texas,1995,423.65,3.93556714E8,425.9,4.2400341E8,-2.25,-3.0446696E7,2.25,3.0446696E7
Arizona,2015,377.61,1.64547415E8,375.36,1.67892386E8,2.25,-3344971.0,2.25,3344971.0
South Carolina,2010,431.89,1.59650617E8,429.65,1.36862923E8,2.24,2.2787694E7,2.24,2.2787694E7
District of Columbia,1989,315.1,8020904.0,317.34,8168928.0,-2.24,-148024.0,2.24,148024.0
Oklahoma,1989,351.57,3.5838086E7,353.81,3.6161307E7,-2.24,-323221.0,2.24,323221.0
Wyoming,2008,350.73,3400295.0,352.95,3336301.0,-2.22,63994.0,2.22,63994.0
Maryland,2010,405.8,1.14028426E8,408.01,9.2683202E7,-2.21,2.1345224E7,2.21,2.1345224E7
Pennsylvania,2004,315.68,1.39958315E8,313.47,1.21563874E8,2.21,1.8394441E7,2.21,1.8394441E7
Oregon,2022,473.08,2.00478781E8,475.28,1.95317791E8,-2.2,5160990.0,2.2,5160990.0
New Jersey,1995,386.25,9.0099872E7,388.45,8.9150353E7,-2.2,949519.0,2.2,949519.0
Nebraska,1995,318.2,1.3671291E7,320.38,1.4272864E7,-2.18,-601573.0,2.18,601573.0
North Carolina,2016,340.77,2.61156128E8,338.61,2.70796412E8,2.16,-9640284.0,2.16,9640284.0
Connecticut,2022,485.31,1.07229832E8,487.46,1.06192943E8,-2.15,1036889.0,2.15,1036889.0
Ohio,1992,401.12,2.12830295E8,398.98,2.03143319E8,2.14,9686976.0,2.14,9686976.0
North Carolina,1989,336.36,5.2246516E7,334.28,5.0709901E7,2.08,1536615.0,2.08,1536615.0
Alabama,2011,436.45,1.8207371E8,438.52,1.56395483E8,-2.07,2.5678227E7,2.07,2.5678227E7
Kentucky,2005,344.97,8.6089657E7,342.91,8.0594092E7,2.06,5495565.0,2.06,5495565.0
Missouri,2010,411.8,1.71472026E8,409.77,1.53759248E8,2.03,1.7712778E7,2.03,1.7712778E7
Illinois,2007,362.57,2.08393054E8,364.59,2.03988564E8,-2.02,4404490.0,2.02,4404490.0
Ohio,2010,446.91,3.48356026E8,448.92,2.98172183E8,-2.01,5.0183843E7,2.01,5.0183843E7
New York,2006,323.91,3.04238824E8,325.92,3.00449194E8,-2.01,3789630.0,2.01,3789630.0
Montana,2010,426.15,2.2578562E7,428.13,1.8728214E7,-1.98,3850348.0,1.98,3850348.0
Missouri,2005,342.21,1.02138088E8,344.17,9.8350596E7,-1.96,3787492.0,1.96,3787492.0
Massachusetts,2003,278.88,3.9643908E7,276.93,3.2510996E7,1.95,7132912.0,1.95,7132912.0
District of Columbia,1994,383.89,1.6119863E7,381.96,1.5566958E7,1.93,552905.0,1.93,552905.0
Virgin Islands,2005,619.69,2875362.0,621.62,2842451.0,-1.93,32911.0,1.93,32911.0
Maine,1998,296.57,1.6453298E7,294.64,1.6871658E7,1.93,-418360.0,1.93,418360.0
New Jersey,2007,320.22,6.4360474E7,318.3,6.1998145E7,1.92,2362329.0,1.92,2362329.0
Michigan,2017,315.0,2.26217633E8,313.1,2.39966214E8,1.9,-1.3748581E7,1.9,1.3748581E7
Pennsylvania,2011,392.11,3.26858148E8,394.01,2.9969424E8,-1.9,2.7163908E7,1.9,2.7163908E7
Indiana,2010,458.63,1.64085541E8,460.52,1.43471322E8,-1.89,2.0614219E7,1.89,2.0614219E7
Oklahoma,2007,348.21,6.1048307E7,346.38,6.2446022E7,1.83,-1397715.0,1.83,1397715.0
Arkansas,1989,356.47,2.9682081E7,354.65,2.9126659E7,1.82,555422.0,1.82,555422.0
Alaska,1996,579.32,9339593.0,581.1,8965788.0,-1.78,373805.0,1.78,373805.0
Maryland,2004,336.16,4.2333067E7,334.38,3.9394211E7,1.78,2938856.0,1.78,2938856.0
Montana,1991,406.88,9561184.0,405.15,8633119.0,1.73,928065.0,1.73,928065.0
Nevada,2005,323.2,1.7732338E7,324.93,1.759962E7,-1.73,132718.0,1.73,132718.0
Florida,2015,321.5,6.48443072E8,323.18,6.28877009E8,-1.68,1.9566063E7,1.68,1.9566063E7
Montana,2007,340.3,1.1848272E7,341.97,1.2058425E7,-1.67,-210153.0,1.67,210153.0
Alaska,1998,572.9,8244752.0,571.25,8727786.0,1.65,-483034.0,1.65,483034.0
Arkansas,1998,340.94,3.433681E7,342.58,3.5430319E7,-1.64,-1093509.0,1.64,1093509.0
South Dakota,1998,363.77,6127266.0,365.4,6368906.0,-1.63,-241640.0,1.63,241640.0
Maryland,1995,384.32,6.492525E7,385.95,6.4745726E7,-1.63,179524.0,1.63,179524.0
District of Columbia,2011,364.14,2.8174513E7,365.77,2.5177116E7,-1.63,2997397.0,1.63,2997397.0
Oregon,2017,286.91,1.09623164E8,288.53,1.18809199E8,-1.62,-9186035.0,1.62,9186035.0
Vermont,2001,252.5,4849090.0,254.11,4929391.0,-1.61,-80301.0,1.61,80301.0
Nevada,1998,323.17,1.0196419E7,324.77,1.1774746E7,-1.6,-1578327.0,1.6,1578327.0
Florida,1989,395.91,1.06503595E8,397.5,1.01406542E8,-1.59,5097053.0,1.59,5097053.0
Arkansas,1996,353.68,3.8722907E7,355.25,3.7876721E7,-1.57,846186.0,1.57,846186.0
Pennsylvania,1995,347.12,1.77718442E8,348.68,1.84516789E8,-1.56,-6798347.0,1.56,6798347.0
Vermont,1994,285.44,8150296.0,283.88,7380819.0,1.56,769477.0,1.56,769477.0
Mississippi,1991,417.59,7.9399553E7,416.05,7.4358863E7,1.54,5040690.0,1.54,5040690.0
Washington,2004,301.15,6.8309324E7,302.66,6.0480745E7,-1.51,7828579.0,1.51,7828579.0
Michigan,2007,324.22,1.82348357E8,325.72,1.71560804E8,-1.5,1.0787553E7,1.5,1.0787553E7
Illinois,1992,420.57,2.0531879E8,419.08,1.98080032E8,1.49,7238758.0,1.49,7238758.0
Alabama,2007,359.65,7.9734741E7,358.17,7.8260782E7,1.48,1473959.0,1.48,1473959.0
Illinois,1991,419.08,1.98080032E8,417.62,1.78531815E8,1.46,1.9548217E7,1.46,1.9548217E7
Arizona,2003,405.92,7.7693019E7,404.47,6.1878459E7,1.45,1.581456E7,1.45,1.581456E7
Pennsylvania,2001,290.6,9.9930092E7,292.01,1.01875444E8,-1.41,-1945352.0,1.41,1945352.0
Pennsylvania,2015,333.12,3.09573705E8,331.71,2.96865363E8,1.41,1.2708342E7,1.41,1.2708342E7
Arkansas,1999,339.56,3.3924268E7,340.94,3.433681E7,-1.38,-412542.0,1.38,412542.0
Nebraska,1999,285.69,1.0558092E7,287.06,1.1163759E7,-1.37,-605667.0,1.37,605667.0
Oregon,2025,315.56,1.43256708E8,316.91,1.40062369E8,-1.35,3194339.0,1.35,3194339.0
Oregon,2010,353.4,1.36531974E8,354.71,1.15332963E8,-1.31,2.1199011E7,1.31,2.1199011E7
Indiana,2000,330.62,4.3240395E7,331.93,4.164816E7,-1.31,1592235.0,1.31,1592235.0
Washington,2006,296.89,8.0787838E7,298.18,7.6747231E7,-1.29,4040607.0,1.29,4040607.0
New Hampshire,2010,379.59,1.9449417E7,378.31,1.570982E7,1.28,3739597.0,1.28,3739597.0
Tennessee,2010,422.78,2.47858618E8,424.05,2.19450688E8,-1.27,2.840793E7,1.27,2.840793E7
Connecticut,2006,290.57,3.2643041E7,289.3,3.1472415E7,1.27,1170626.0,1.27,1170626.0
South Dakota,2007,376.54,9439924.0,375.29,8991976.0,1.25,447948.0,1.25,447948.0
Massachusetts,1995,316.82,5.4753947E7,318.05,6.0185747E7,-1.23,-5431800.0,1.23,5431800.0
Missouri,2016,355.69,1.30419128E8,356.91,1.42657966E8,-1.22,-1.2238838E7,1.22,1.2238838E7
Maine,1989,294.33,1.1112857E7,295.55,1.0613534E7,-1.22,499323.0,1.22,499323.0
Minnesota,2004,306.67,3.6647142E7,305.46,3.4197354E7,1.21,2449788.0,1.21,2449788.0
Iowa,2007,324.12,3.5545413E7,325.32,3.3547288E7,-1.2,1998125.0,1.2,1998125.0
Nevada,2025,320.14,8.6931413E7,321.33,8.732042E7,-1.19,-389007.0,1.19,389007.0
Colorado,2015,375.51,8.6800912E7,374.32,8.7902852E7,1.19,-1101940.0,1.19,1101940.0
Arkansas,2004,360.35,5.2201505E7,361.52,4.6048301E7,-1.17,6153204.0,1.17,6153204.0
Hawaii,2005,455.4,2.1414408E7,456.56,2.2020111E7,-1.16,-605703.0,1.16,605703.0
Minnesota,2005,307.82,3.8356664E7,306.67,3.6647142E7,1.15,1709522.0,1.15,1709522.0
Idaho,1999,325.56,7364350.0,326.7,7744977.0,-1.14,-380627.0,1.14,380627.0
Michigan,2006,325.72,1.71560804E8,324.6,1.56276323E8,1.12,1.5284481E7,1.12,1.5284481E7
North Carolina,2007,328.69,1.3011994E8,329.81,1.2548982E8,-1.12,4630120.0,1.12,4630120.0
Ohio,1999,299.66,8.6225371E7,300.78,9.6393294E7,-1.12,-1.0167923E7,1.12,1.0167923E7
Connecticut,2001,255.06,2.106266E7,256.18,2.1317699E7,-1.12,-255039.0,1.12,255039.0
Iowa,2016,318.79,5.6752723E7,319.88,5.8439429E7,-1.09,-1686706.0,1.09,1686706.0
