date,state,households,participation,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
2011-05-01,Idaho,98938,233526,450.01,4.4522328E7,453.91,4.455785E7,-3.9,-35522.0,3.9,35522.0
1996-02-01,New York,992163,2118636,384.75,3.8173379E8,388.65,3.82729471E8,-3.9,-995681.0,3.9,995681.0
2006-09-01,Virgin Islands,4673,13165,578.85,2704972.0,574.95,2685018.0,3.9,19954.0,3.9,19954.0
1995-12-01,Mississippi,182543,468914,373.17,6.8118312E7,369.27,6.6355286E7,3.9,1763026.0,3.9,1763026.0
2007-06-01,Nebraska,51897,120838,318.44,1.6525998E7,314.54,1.6285284E7,3.9,240714.0,3.9,240714.0
2024-06-01,Delaware,59640,118918,376.6,2.2460368E7,372.71,2.1704385E7,3.89,755983.0,3.89,755983.0
2007-11-01,Michigan,572769,1228992,328.08,1.87914636E8,331.97,1.89319396E8,-3.89,-1404760.0,3.89,1404760.0
2008-01-01,Utah,52750,130765,354.94,1.8723E7,358.83,1.8443073E7,-3.89,279927.0,3.89,279927.0
1998-07-01,Pennsylvania,385458,866465,310.93,1.19851799E8,314.82,1.2361703E8,-3.89,-3765231.0,3.89,3765231.0
1999-06-01,Florida,421222,912234,303.81,1.27968323E8,299.92,1.26093742E8,3.89,1874581.0,3.89,1874581.0
1992-05-01,New Mexico,76642,220954,454.86,3.4862127E7,458.75,3.5573857E7,-3.89,-711730.0,3.89,711730.0
1997-07-01,Illinois,416353,980129,357.95,1.49031643E8,361.84,1.53691978E8,-3.89,-4660335.0,3.89,4660335.0
2013-02-01,Illinois,1011302,2023635,389.23,3.93632516E8,393.12,3.97929348E8,-3.89,-4296832.0,3.89,4296832.0
2014-12-01,Illinois,1073279,2076871,363.2,3.89803574E8,359.31,3.7845682E8,3.89,1.1346754E7,3.89,1.1346754E7
2025-01-01,Hawaii,81329,155783,706.78,5.7482348E7,710.67,5.8586478E7,-3.89,-1104130.0,3.89,1104130.0
2005-09-01,Washington,258723,517009,286.88,7.4221797E7,290.77,7.4735783E7,-3.89,-513986.0,3.89,513986.0
2008-05-01,Washington,296140,584862,289.2,8.5644345E7,293.09,8.636555E7,-3.89,-721205.0,3.89,721205.0
1992-12-01,Indiana,180932,490370,421.76,7.6310588E7,417.87,7.4580564E7,3.89,1730024.0,3.89,1730024.0
2002-07-01,Indiana,176342,423603,359.53,6.3399417E7,355.64,6.1783492E7,3.89,1615925.0,3.89,1615925.0
2008-05-01,Arizona,263699,638780,369.45,9.7423928E7,373.33,9.66912E7,-3.88,732728.0,3.88,732728.0
2009-11-01,Arizona,420349,986276,466.53,1.96108945E8,470.41,1.94414854E8,-3.88,1694091.0,3.88,1694091.0
2017-04-01,South Dakota,41220,92699,375.95,1.5496409E7,379.83,1.5752402E7,-3.88,-255993.0,3.88,255993.0
1998-05-01,Oregon,112387,238332,293.36,3.2970185E7,297.24,3.4083072E7,-3.88,-1112887.0,3.88,1112887.0
2024-04-01,South Carolina,274828,576442,401.04,1.10217129E8,404.92,1.11482615E8,-3.88,-1265486.0,3.88,1265486.0
2017-04-01,Montana,58159,121490,329.47,1.9161626E7,333.35,1.9423855E7,-3.88,-262229.0,3.88,262229.0
2025-05-01,Pennsylvania,1069170,1958047,336.21,3.59468112E8,332.33,3.58218149E8,3.88,1249963.0,3.88,1249963.0
2000-04-01,Florida,410061,864800,286.75,1.17584971E8,290.63,1.20426077E8,-3.88,-2841106.0,3.88,2841106.0
2024-06-01,Ohio,718670,1394828,385.42,2.76986167E8,381.54,2.76179696E8,3.88,806471.0,3.88,806471.0
2024-10-01,Rhode Island,90502,144533,332.61,3.0101507E7,328.73,2.9956387E7,3.88,145120.0,3.88,145120.0
2006-09-01,Illinois,564241,1241259,362.5,2.04539698E8,358.62,2.02158641E8,3.88,2381057.0,3.88,2381057.0
1990-11-01,Colorado,91341,230815,387.92,3.5431486E7,391.8,3.5526326E7,-3.88,-94840.0,3.88,94840.0
2006-04-01,Iowa,101534,227390,324.01,3.2897479E7,327.89,3.318979E7,-3.88,-292311.0,3.88,292311.0
2005-11-01,Washington,263247,524605,300.19,7.9023662E7,296.31,7.7474578E7,3.88,1549084.0,3.88,1549084.0
2011-05-01,New Jersey,374332,761594,382.74,1.43271377E8,386.62,1.43328008E8,-3.88,-56631.0,3.88,56631.0
2020-08-01,Virginia,388954,782261,433.94,1.68786091E8,437.82,1.70806468E8,-3.88,-2020377.0,3.88,2020377.0
1991-05-01,Texas,779616,2202616,454.74,3.54524438E8,458.61,3.55294532E8,-3.87,-770094.0,3.87,770094.0
1992-04-01,Texas,901007,2483164,456.28,4.11110211E8,460.15,4.13209006E8,-3.87,-2098795.0,3.87,2098795.0
2015-02-01,Wyoming,13820,32419,386.21,5337472.0,382.34,5314482.0,3.87,22990.0,3.87,22990.0
2000-06-01,Arizona,95973,260929,391.27,3.7551409E7,395.14,3.7446086E7,-3.87,105323.0,3.87,105323.0
1994-11-01,Guam,5289,16298,826.21,4369857.0,822.34,4327996.0,3.87,41861.0,3.87,41861.0
2000-03-01,Oregon,116843,239459,279.63,3.2671442E7,283.5,3.3045487E7,-3.87,-374045.0,3.87,374045.0
1999-04-01,South Carolina,125216,304167,321.24,4.0225264E7,325.11,4.1233591E7,-3.87,-1008327.0,3.87,1008327.0
1996-10-01,Maryland,159002,360327,378.19,6.0131162E7,374.32,5.9503499E7,3.87,627663.0,3.87,627663.0
1988-12-01,Montana,21072,55971,382.59,8061838.0,378.72,7708678.0,3.87,353160.0,3.87,353160.0
2009-11-01,Florida,1258772,2430767,406.88,5.12172825E8,410.75,5.0571551E8,-3.87,6457315.0,3.87,6457315.0
2004-04-01,Ohio,423078,950493,344.05,1.45561822E8,347.92,1.48035146E8,-3.87,-2473324.0,3.87,2473324.0
1993-06-01,Tennessee,320380,776785,356.0,1.1405146E8,359.87,1.15429659E8,-3.87,-1378199.0,3.87,1378199.0
1999-01-01,Arkansas,101808,257099,342.69,3.4888207E7,346.56,3.5152983E7,-3.87,-264776.0,3.87,264776.0
2006-09-01,Arkansas,159678,385228,340.73,5.4405455E7,344.6,5.4743588E7,-3.87,-338133.0,3.87,338133.0
2023-02-01,Connecticut,226968,390726,535.9,1.21633331E8,532.03,1.19992553E8,3.87,1640778.0,3.87,1640778.0
1995-08-01,Wisconsin,114145,308307,320.38,3.6568816E7,316.51,3.6538689E7,3.87,30127.0,3.87,30127.0
1993-02-01,Maine,61946,141054,349.56,2.1654448E7,353.43,2.161237E7,-3.87,42078.0,3.87,42078.0
2003-04-01,Maine,66979,141091,279.37,1.8711192E7,275.5,1.8473895E7,3.87,237297.0,3.87,237297.0
2015-02-01,Maine,103315,199850,308.32,3.1853182E7,312.19,3.2405996E7,-3.87,-552814.0,3.87,552814.0
2000-02-01,Michigan,271769,609426,268.24,7.2896126E7,272.1,7.3928578E7,-3.86,-1032452.0,3.86,1032452.0
2019-07-01,North Carolina,604527,1248711,299.71,1.81182529E8,295.85,1.81505515E8,3.86,-322986.0,3.86,322986.0
2014-09-01,California,2066631,4429570,404.58,8.36112829E8,408.44,8.4456453E8,-3.86,-8451701.0,3.86,8451701.0
2001-02-01,Florida,406204,838546,279.44,1.13509708E8,283.3,1.17466215E8,-3.86,-3956507.0,3.86,3956507.0
1998-09-01,Idaho,22057,56167,327.7,7228058.0,331.56,7296405.0,-3.86,-68347.0,3.86,68347.0
2000-05-01,Idaho,23533,59246,313.47,7376821.0,317.33,7534381.0,-3.86,-157560.0,3.86,157560.0
2007-05-01,Idaho,36303,87741,344.53,1.2507507E7,348.39,1.2706016E7,-3.86,-198509.0,3.86,198509.0
1999-03-01,Illinois,357158,832464,365.15,1.30414644E8,361.29,1.25742832E8,3.86,4671812.0,3.86,4671812.0
1999-03-01,Vermont,21080,44912,276.59,5830752.0,272.73,5773372.0,3.86,57380.0,3.86,57380.0
1999-01-01,Wisconsin,72108,184938,293.92,2.1194529E7,290.06,2.0705463E7,3.86,489066.0,3.86,489066.0
2001-06-01,Wisconsin,87558,217436,278.71,2.4402904E7,274.85,2.3973849E7,3.86,429055.0,3.86,429055.0
1990-02-01,Nevada,22303,50155,387.4,8639911.0,383.54,8581193.0,3.86,58718.0,3.86,58718.0
2015-01-01,Alabama,420116,894443,370.0,1.5544347E8,373.86,1.58281179E8,-3.86,-2837709.0,3.86,2837709.0
2003-08-01,Iowa,67852,158742,331.91,2.2520545E7,328.05,2.1853741E7,3.86,666804.0,3.86,666804.0
1992-11-01,North Dakota,18477,47340,363.5,6716237.0,367.36,6649011.0,-3.86,67226.0,3.86,67226.0
1998-10-01,North Dakota,13502,32155,295.29,3987098.0,291.43,4034540.0,3.86,-47442.0,3.86,47442.0
2006-07-01,North Dakota,19190,42499,320.94,6158936.0,317.08,5994580.0,3.86,164356.0,3.86,164356.0
1996-05-01,Nebraska,42847,102250,314.6,1.3479323E7,318.46,1.3797289E7,-3.86,-317966.0,3.86,317966.0
2005-12-01,Nebraska,51453,120303,336.3,1.7303518E7,332.44,1.6883333E7,3.86,420185.0,3.86,420185.0
1996-09-01,Arizona,155181,419372,404.33,6.2746186E7,408.18,6.4035817E7,-3.85,-1289631.0,3.85,1289631.0
1992-08-01,Guam,3730,11940,850.2,3171219.0,846.35,3078151.0,3.85,93068.0,3.85,93068.0
1992-08-01,Oregon,112491,258457,363.39,4.0876698E7,367.24,4.1897326E7,-3.85,-1020628.0,3.85,1020628.0
2017-10-01,West Virginia,168536,330209,298.57,5.0319684E7,302.42,5.1294079E7,-3.85,-974395.0,3.85,974395.0
2018-09-01,Missouri,332235,714356,331.05,1.09988965E8,334.9,1.11877236E8,-3.85,-1888271.0,3.85,1888271.0
2010-01-01,Montana,49668,110811,431.89,2.1451012E7,435.74,2.1176639E7,-3.85,274373.0,3.85,274373.0
2006-03-01,Kentucky,259051,591410,338.1,8.7584583E7,334.25,8.5649528E7,3.85,1935055.0,3.85,1935055.0
1988-12-01,New Mexico,48426,150469,474.61,2.2983602E7,470.76,2.1985111E7,3.85,998491.0,3.85,998491.0
2011-06-01,New Mexico,182356,419750,418.44,7.6305009E7,422.29,7.6447146E7,-3.85,-142137.0,3.85,142137.0
1999-05-01,Rhode Island,34414,75992,287.1,9880089.0,290.95,1.0055618E7,-3.85,-175529.0,3.85,175529.0
2019-12-01,Vermont,38851,67680,263.58,1.0240677E7,267.43,1.0348323E7,-3.85,-107646.0,3.85,107646.0
2024-03-01,Vermont,39868,67159,332.58,1.3259353E7,328.73,1.3130578E7,3.85,128775.0,3.85,128775.0
2008-12-01,Oklahoma,187240,444573,396.55,7.4249347E7,392.7,7.2454334E7,3.85,1795013.0,3.85,1795013.0
1992-10-01,Hawaii,42898,102504,611.71,2.6240957E7,607.86,3.1405349E7,3.85,-5164392.0,3.85,5164392.0
2023-06-01,Iowa,130934,262826,349.29,4.5733881E7,353.14,4.6106017E7,-3.85,-372136.0,3.85,372136.0
2005-04-01,Maine,78800,154498,289.38,2.2803298E7,293.23,2.3130983E7,-3.85,-327685.0,3.85,327685.0
1993-06-01,Virginia,229299,545359,351.09,8.0508021E7,354.94,8.0375757E7,-3.85,132264.0,3.85,132264.0
2001-04-01,Wyoming,9307,22961,326.49,3038639.0,330.33,3129501.0,-3.84,-90862.0,3.84,90862.0
1990-11-01,North Carolina,183201,469040,380.66,6.9735619E7,376.82,6.5970829E7,3.84,3764790.0,3.84,3764790.0
2011-01-01,Guam,12631,39947,1006.41,1.2711958E7,1010.25,1.2721051E7,-3.84,-9093.0,3.84,9093.0
2016-06-01,Oregon,411313,720694,287.0,1.1804513E8,283.16,1.19469878E8,3.84,-1424748.0,3.84,1424748.0
2019-04-01,South Carolina,275630,590881,317.65,8.7554534E7,321.49,8.9039814E7,-3.84,-1485280.0,3.84,1485280.0
2003-09-01,Missouri,268119,630508,342.25,9.1764097E7,346.09,9.2588884E7,-3.84,-824787.0,3.84,824787.0
2012-11-01,Missouri,440484,938507,381.09,1.67862769E8,384.93,1.7029647E8,-3.84,-2433701.0,3.84,2433701.0
1991-04-01,Montana,23878,64089,415.2,9914054.0,419.04,9957225.0,-3.84,-43171.0,3.84,43171.0
2005-07-01,Pennsylvania,479071,1056104,320.84,1.53710268E8,324.68,1.54647163E8,-3.84,-936895.0,3.84,936895.0
2016-08-01,New York,1629300,2957116,336.75,5.48676498E8,332.91,5.39692602E8,3.84,8983896.0,3.84,8983896.0
1990-11-01,Virgin Islands,4142,14211,728.18,3016110.0,724.34,2972735.0,3.84,43375.0,3.84,43375.0
2000-07-01,Virgin Islands,4834,14783,625.54,3023895.0,629.38,3123035.0,-3.84,-99140.0,3.84,99140.0
2011-09-01,Virgin Islands,9922,23684,603.55,5988494.0,607.39,5941433.0,-3.84,47061.0,3.84,47061.0
1991-11-01,Wisconsin,105459,307608,440.55,4.646106E7,444.39,4.5892134E7,-3.84,568926.0,3.84,568926.0
2014-04-01,Nevada,189665,384136,321.11,6.0904657E7,324.95,6.079091E7,-3.84,113747.0,3.84,113747.0
1999-09-01,Alabama,158086,401175,347.74,5.4973358E7,351.58,5.513293E7,-3.84,-159572.0,3.84,159572.0
2002-08-01,Hawaii,48896,101374,459.77,2.2481167E7,455.93,2.2114175E7,3.84,366992.0,3.84,366992.0
1995-02-01,North Dakota,17354,42897,350.16,6076453.0,346.32,5945705.0,3.84,130748.0,3.84,130748.0
2021-06-01,Nebraska,73590,154736,551.01,4.0548989E7,554.85,4.1181064E7,-3.84,-632075.0,3.84,632075.0
2009-11-01,Texas,1277757,3228061,499.8,6.38634957E8,503.63,6.3405639E8,-3.83,4578567.0,3.83,4578567.0
2007-04-01,Delaware,28792,66370,338.86,9756392.0,342.69,9916242.0,-3.83,-159850.0,3.83,159850.0
1993-12-01,Kansas,75121,189665,355.3,2.6689884E7,359.13,2.6961E7,-3.83,-271116.0,3.83,271116.0
2014-11-01,California,2056792,4381564,422.4,8.68776506E8,418.57,8.66454574E8,3.83,2321932.0,3.83,2321932.0
1992-11-01,Oregon,117634,269442,372.58,4.3827783E7,376.41,4.3799772E7,-3.83,28011.0,3.83,28011.0
2010-12-01,Oregon,412047,756352,347.58,1.43220779E8,351.41,1.41723697E8,-3.83,1497082.0,3.83,1497082.0
2006-11-01,Maryland,142755,310027,326.88,4.6663682E7,330.71,4.8886502E7,-3.83,-2222820.0,3.83,2222820.0
2011-05-01,Maryland,330786,670605,371.45,1.2287016E8,375.28,1.25168722E8,-3.83,-2298562.0,3.83,2298562.0
2006-07-01,District of Columbia,45271,88595,298.54,1.3515301E7,302.37,1.3685913E7,-3.83,-170612.0,3.83,170612.0
1990-04-01,Kentucky,169791,463376,420.2,7.1343969E7,424.03,7.2847627E7,-3.83,-1503658.0,3.83,1503658.0
2018-04-01,Rhode Island,93334,157137,293.36,2.7379787E7,297.19,2.7904335E7,-3.83,-524548.0,3.83,524548.0
2006-08-01,Connecticut,112292,211452,284.28,3.1921371E7,280.45,3.1460733E7,3.83,460638.0,3.83,460638.0
2000-04-01,Idaho,23743,59831,317.33,7534381.0,321.16,7782468.0,-3.83,-248087.0,3.83,248087.0
2012-12-01,Illinois,1019975,2051286,396.56,4.04486566E8,392.73,3.93104522E8,3.83,1.1382044E7,3.83,1.1382044E7
2014-02-01,Illinois,996277,1975705,360.55,3.59209083E8,364.38,3.66722714E8,-3.83,-7513631.0,3.83,7513631.0
2004-04-01,Minnesota,118016,250275,308.54,3.6413645E7,304.71,3.5704831E7,3.83,708814.0,3.83,708814.0
2001-09-01,Wisconsin,96240,239022,270.5,2.6032108E7,266.67,2.4871013E7,3.83,1161095.0,3.83,1161095.0
2005-04-01,Alabama,212308,531326,372.72,7.912956E7,376.55,7.9830173E7,-3.83,-700613.0,3.83,700613.0
1998-09-01,North Dakota,13844,33421,291.43,4034540.0,295.26,4090494.0,-3.83,-55954.0,3.83,55954.0
2008-12-01,Virginia,274222,608122,369.39,1.01296622E8,365.56,9.7740409E7,3.83,3556213.0,3.83,3556213.0
1988-12-01,Wyoming,9701,26634,398.12,3862125.0,394.3,3654664.0,3.82,207461.0,3.82,207461.0
1998-04-01,Wyoming,10337,26524,353.46,3653722.0,357.28,3745304.0,-3.82,-91582.0,3.82,91582.0
2005-09-01,Wyoming,10045,24334,344.96,3465131.0,348.78,3480158.0,-3.82,-15027.0,3.82,15027.0
2005-04-01,Arizona,218593,544740,397.74,8.6941385E7,401.56,8.8139652E7,-3.82,-1198267.0,3.82,1198267.0
1998-06-01,Michigan,327951,762677,290.39,9.5230187E7,286.57,9.8040533E7,3.82,-2810346.0,3.82,2810346.0
2001-12-01,New Hampshire,19759,39664,262.34,5183751.0,258.52,5040405.0,3.82,143346.0,3.82,143346.0
1997-04-01,North Carolina,243843,577294,321.58,7.8415128E7,317.76,8.1407323E7,3.82,-2992195.0,3.82,2992195.0
2014-11-01,North Carolina,821893,1691116,340.51,2.79863365E8,344.33,2.80088478E8,-3.82,-225113.0,3.82,225113.0
1992-07-01,South Dakota,19176,54403,411.98,7899882.0,415.8,8066505.0,-3.82,-166623.0,3.82,166623.0
2022-09-01,South Dakota,33847,70534,383.74,1.2988646E7,379.92,1.2883684E7,3.82,104962.0,3.82,104962.0
2008-01-01,Guam,8055,27125,939.3,7566039.0,935.48,7624142.0,3.82,-58103.0,3.82,58103.0
2018-01-01,West Virginia,167918,326123,292.21,4.9067851E7,296.03,4.9256531E7,-3.82,-188680.0,3.82,188680.0
2002-12-01,Montana,28811,68014,334.84,9647057.0,331.02,9353328.0,3.82,293729.0,3.82,293729.0
2021-01-01,Pennsylvania,974113,1799807,473.19,4.60946566E8,477.01,3.74259476E8,-3.82,8.668709E7,3.82,8.668709E7
1990-05-01,Tennessee,207510,532017,375.63,7.7948105E7,379.45,7.8551046E7,-3.82,-602941.0,3.82,602941.0
2015-06-01,Tennessee,601447,1207553,348.0,2.09297119E8,351.82,2.11423788E8,-3.82,-2126669.0,3.82,2126669.0
1997-03-01,Connecticut,92729,208567,306.23,2.8396205E7,310.05,2.9586587E7,-3.82,-1190382.0,3.82,1190382.0
2003-12-01,Idaho,35560,90051,365.84,1.3009662E7,362.02,1.2377434E7,3.82,632228.0,3.82,632228.0
2005-04-01,Minnesota,125752,258289,309.03,3.8861052E7,312.85,3.9476049E7,-3.82,-614997.0,3.82,614997.0
2008-06-01,Virgin Islands,5096,13727,555.34,2830046.0,559.16,2836583.0,-3.82,-6537.0,3.82,6537.0
2012-02-01,Virgin Islands,10287,24281,595.63,6127278.0,599.45,6142466.0,-3.82,-15188.0,3.82,15188.0
2007-01-01,Iowa,107185,236103,326.73,3.5020275E7,330.55,3.5362403E7,-3.82,-342128.0,3.82,342128.0
1994-12-01,Washington,203319,477646,372.12,7.5660499E7,368.3,7.3589835E7,3.82,2070664.0,3.82,2070664.0
2016-02-01,North Dakota,25333,54395,355.7,9010938.0,351.88,8882046.0,3.82,128892.0,3.82,128892.0
2001-01-01,Nebraska,34695,80521,274.01,9507136.0,277.83,9502091.0,-3.82,5045.0,3.82,5045.0
2004-12-01,Texas,943906,2458601,404.06,3.81399969E8,407.87,3.78370379E8,-3.81,3029590.0,3.81,3029590.0
2017-08-01,Delaware,71429,146831,325.22,2.3230132E7,321.41,2.250701E7,3.81,723122.0,3.81,723122.0
1994-04-01,North Carolina,262066,638539,351.18,9.2029315E7,354.99,9.4220275E7,-3.81,-2190960.0,3.81,2190960.0
2012-12-01,North Carolina,805902,1726440,366.66,2.95489973E8,362.85,2.96984004E8,3.81,-1494031.0,3.81,1494031.0
1996-05-01,Georgia,324421,791773,371.78,1.20613695E8,375.59,1.22329226E8,-3.81,-1715531.0,3.81,1715531.0
2003-12-01,Georgia,348245,858774,383.91,1.33695272E8,387.72,1.33255478E8,-3.81,439794.0,3.81,439794.0
2011-10-01,Georgia,848975,1870781,430.72,3.65671382E8,426.91,3.59410922E8,3.81,6260460.0,3.81,6260460.0
1992-01-01,Oregon,116067,270860,403.64,4.6849611E7,407.45,4.5728774E7,-3.81,1120837.0,3.81,1120837.0
2015-03-01,South Carolina,381374,804886,361.68,1.37936723E8,365.49,1.39485326E8,-3.81,-1548603.0,3.81,1548603.0
2014-06-01,West Virginia,180055,368825,303.24,5.4598166E7,307.05,5.4478709E7,-3.81,119457.0,3.81,119457.0
2019-10-01,Maryland,332343,612751,273.42,9.0870068E7,269.61,8.9519368E7,3.81,1350700.0,3.81,1350700.0
2020-03-01,Maryland,325328,594828,264.18,8.5945578E7,267.99,8.6402096E7,-3.81,-456518.0,3.81,456518.0
2023-03-01,Missouri,331312,666365,411.14,1.36214495E8,407.33,1.34212296E8,3.81,2002199.0,3.81,2002199.0
2016-03-01,Montana,54926,116987,347.41,1.908189E7,351.22,1.9059741E7,-3.81,22149.0,3.81,22149.0
1992-12-01,Ohio,531024,1261299,398.32,2.11521906E8,402.13,2.10048159E8,-3.81,1473747.0,3.81,1473747.0
2012-07-01,Rhode Island,97251,175014,355.59,3.4581349E7,351.78,3.3922354E7,3.81,658995.0,3.81,658995.0
1990-06-01,Connecticut,53352,135877,300.1,1.6010967E7,296.29,1.6118677E7,3.81,-107710.0,3.81,107710.0
1989-06-01,New York,659489,1463751,305.98,2.01793762E8,309.79,2.03305328E8,-3.81,-1511566.0,3.81,1511566.0
2003-04-01,Virgin Islands,4387,13041,627.1,2751095.0,623.29,2686979.0,3.81,64116.0,3.81,64116.0
1992-04-01,Colorado,103996,264369,416.68,4.3331389E7,420.49,4.3980963E7,-3.81,-649574.0,3.81,649574.0
2003-01-01,Colorado,86896,199175,329.11,2.8597583E7,332.92,2.8808221E7,-3.81,-210638.0,3.81,210638.0
2003-09-01,Colorado,97037,227004,339.85,3.2977619E7,336.04,3.2120094E7,3.81,857525.0,3.81,857525.0
2011-07-01,Colorado,205920,464088,451.61,9.2995578E7,455.42,9.3610123E7,-3.81,-614545.0,3.81,614545.0
2007-02-01,Hawaii,44886,88583,457.36,2.0529038E7,461.17,2.0850005E7,-3.81,-320967.0,3.81,320967.0
2020-02-01,Hawaii,78954,152252,574.57,4.5364912E7,570.76,4.5447034E7,3.81,-82122.0,3.81,82122.0
2011-01-01,Mississippi,269289,615375,410.65,1.10581488E8,414.46,1.11693932E8,-3.81,-1112444.0,3.81,1112444.0
2003-08-01,Nebraska,44483,104364,321.56,1.4304119E7,317.75,1.3952177E7,3.81,351942.0,3.81,351942.0
2009-02-01,Nebraska,55709,129740,357.32,1.9906358E7,361.13,1.9841154E7,-3.81,65204.0,3.81,65204.0
1993-05-01,Wyoming,12852,35500,399.63,5135973.0,403.43,5268905.0,-3.8,-132932.0,3.8,132932.0
2016-08-01,Delaware,73129,151620,347.09,2.5382225E7,343.29,2.4460444E7,3.8,921781.0,3.8,921781.0
1989-07-01,Arizona,92948,272507,422.42,3.9263613E7,426.22,3.9196442E7,-3.8,67171.0,3.8,67171.0
2009-01-01,California,1063669,2545129,465.12,4.94738294E8,468.92,4.89036158E8,-3.8,5702136.0,3.8,5702136.0
1996-07-01,Georgia,318206,777264,371.51,1.18220054E8,375.31,1.19055502E8,-3.8,-835448.0,3.8,835448.0
1994-11-01,Oregon,128520,284925,361.6,4.6472331E7,357.8,4.5526534E7,3.8,945797.0,3.8,945797.0
1992-11-01,Maryland,154014,362932,406.62,6.2625397E7,410.42,6.2969185E7,-3.8,-343788.0,3.8,343788.0
2018-01-01,Missouri,348417,749877,338.24,1.17846662E8,342.04,1.1959958E8,-3.8,-1752918.0,3.8,1752918.0
2018-10-01,District of Columbia,67986,119885,288.1,1.95863E7,291.9,1.9600523E7,-3.8,-14223.0,3.8,14223.0
2013-12-01,Idaho,92436,216218,380.69,3.5189324E7,384.49,3.5813563E7,-3.8,-624239.0,3.8,624239.0
2010-04-01,New York,1474062,2775875,421.42,6.21198377E8,425.22,6.21392441E8,-3.8,-194064.0,3.8,194064.0
2022-08-01,Alabama,385734,774318,544.86,2.10170099E8,541.06,2.05792964E8,3.8,4377135.0,3.8,4377135.0
1999-04-01,Hawaii,57112,126457,520.25,2.9712395E7,524.05,3.0108467E7,-3.8,-396072.0,3.8,396072.0
2012-04-01,Massachusetts,481499,862959,329.44,1.58626373E8,333.24,1.59393212E8,-3.8,-766839.0,3.8,766839.0
1992-01-01,Indiana,156957,442624,461.85,7.248894E7,465.65,7.0934905E7,-3.8,1554035.0,3.8,1554035.0
1995-11-01,North Dakota,16473,39715,345.8,5696266.0,342.0,5548336.0,3.8,147930.0,3.8,147930.0
1998-06-01,Nebraska,36660,91340,299.53,1.0980687E7,295.73,1.1102328E7,3.8,-121641.0,3.8,121641.0
1993-08-01,Alaska,14891,44975,564.56,8406837.0,560.77,8440774.0,3.79,-33937.0,3.79,33937.0
1989-07-01,Texas,556939,1659003,431.04,2.40062308E8,434.83,2.41671446E8,-3.79,-1609138.0,3.79,1609138.0
2020-11-01,Wyoming,13043,21466,513.68,6699869.0,517.47,6607052.0,-3.79,92817.0,3.79,92817.0
2018-04-01,Louisiana,401750,861897,345.9,1.38965575E8,349.69,1.4246954E8,-3.79,-3503965.0,3.79,3503965.0
1995-12-01,New Hampshire,23598,53498,315.49,7444807.0,319.28,7496836.0,-3.79,-52029.0,3.79,52029.0
2015-03-01,California,2095801,4410913,413.91,8.67466196E8,417.7,8.69901393E8,-3.79,-2435197.0,3.79,2435197.0
1997-06-01,South Carolina,139720,343676,323.36,4.5180709E7,327.15,4.5682544E7,-3.79,-501835.0,3.79,501835.0
1994-06-01,District of Columbia,41351,90560,385.99,1.5961159E7,389.78,1.604617E7,-3.79,-85011.0,3.79,85011.0
1996-09-01,Tennessee,272378,628657,333.32,9.0786617E7,337.11,9.0958593E7,-3.79,-171976.0,3.79,171976.0
2001-06-01,Tennessee,229098,528887,304.56,6.977411E7,308.35,7.0337846E7,-3.79,-563736.0,3.79,563736.0
2000-05-01,Connecticut,83713,163438,258.0,2.1598116E7,254.21,2.1419105E7,3.79,179011.0,3.79,179011.0
1989-03-01,Illinois,408940,1006559,405.38,1.65775987E8,401.59,1.61652972E8,3.79,4123015.0,3.79,4123015.0
2001-06-01,Illinois,229098,528887,304.56,6.977411E7,308.35,7.0337846E7,-3.79,-563736.0,3.79,563736.0
2011-04-01,Illinois,867737,1805034,420.5,3.64875932E8,424.29,3.69412007E8,-3.79,-4536075.0,3.79,4536075.0
2005-04-01,Vermont,22576,45770,277.47,6263888.0,281.26,6315651.0,-3.79,-51763.0,3.79,51763.0
2022-06-01,Vermont,40535,69754,469.27,1.9022031E7,473.06,1.9172694E7,-3.79,-150663.0,3.79,150663.0
2023-10-01,Oklahoma,336910,687275,387.66,1.30607721E8,383.87,1.34612264E8,3.79,-4004543.0,3.79,4004543.0
2003-06-01,Colorado,92389,213931,338.66,3.1289037E7,334.87,3.0975504E7,3.79,313533.0,3.79,313533.0
1998-11-01,Hawaii,55729,125225,537.52,2.9956099E7,541.31,3.0001466E7,-3.79,-45367.0,3.79,45367.0
2009-12-01,Washington,450032,953096,370.31,1.66654279E8,366.52,1.6108395E8,3.79,5570329.0,3.79,5570329.0
2006-04-01,New Jersey,193694,403620,313.4,6.0703965E7,317.19,6.1941802E7,-3.79,-1237837.0,3.79,1237837.0
2023-11-01,Virginia,426357,828330,372.04,1.58620306E8,375.83,1.60938675E8,-3.79,-2318369.0,3.79,2318369.0
1991-11-01,Nebraska,40677,102166,360.25,1.4653658E7,364.04,1.4617225E7,-3.79,36433.0,3.79,36433.0
2010-12-01,Texas,1592631,3955321,462.16,7.36049094E8,465.94,7.33850925E8,-3.78,2198169.0,3.78,2198169.0
1997-08-01,Wyoming,9949,25514,353.38,3515754.0,357.16,3666537.0,-3.78,-150783.0,3.78,150783.0
1998-07-01,Wyoming,9286,23797,342.0,3175845.0,345.78,3392857.0,-3.78,-217012.0,3.78,217012.0
