date,state,households,participation,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
2019-03-01,Alabama,342619,723596,317.68,1.08842246E8,5778.28,9609262.0,-5460.6,9.9232984E7,5460.6,9.9232984E7
2019-02-01,Alabama,1663,3926,5778.28,9609262.0,609.14,2.11358623E8,5169.14,-2.01749361E8,5169.14,2.01749361E8
2019-03-01,Ohio,684163,1376068,171.14,1.17084995E8,4002.47,1.15175007E8,-3831.33,1909988.0,3831.33,1909988.0
2019-02-01,Ohio,28776,61255,4002.47,1.15175007E8,598.56,4.15294494E8,3403.91,-3.00119487E8,3403.91,3.00119487E8
2019-03-01,Indiana,263930,586395,185.97,4.9084907E7,2385.77,4.4602071E7,-2199.8,4482836.0,2199.8,4482836.0
2003-01-01,Guam,7332,24510,924.78,6780508.0,3107.38,2.2037508E7,-2182.6,-1.5257E7,2182.6,1.5257E7
2002-12-01,Guam,7092,23662,3107.38,2.2037508E7,935.67,6763923.0,2171.71,1.5273585E7,2171.71,1.5273585E7
2002-07-01,Guam,7422,24567,2759.39,2.0480256E7,894.29,6733176.0,1865.1,1.374708E7,1865.1,1.374708E7
2002-08-01,Guam,7570,25058,905.97,6858182.0,2759.39,2.0480256E7,-1853.42,-1.3622074E7,1853.42,1.3622074E7
2019-02-01,Indiana,18695,44078,2385.77,4.4602071E7,635.04,1.72002064E8,1750.73,-1.27399993E8,1750.73,1.27399993E8
2017-11-01,Virgin Islands,26741,81431,1569.32,4.1965179E7,472.46,6167007.0,1096.86,3.5798172E7,1096.86,3.5798172E7
2017-12-01,Virgin Islands,15302,31540,579.02,8860236.0,1569.32,4.1965179E7,-990.3,-3.3104943E7,990.3,3.3104943E7
2021-08-01,Minnesota,225301,441656,698.67,1.57409342E8,1644.46,3.77776726E8,-945.79,-2.20367384E8,945.79,2.20367384E8
1995-09-01,Guam,6294,16361,681.08,4286773.0,1571.93,4285076.0,-890.85,1697.0,890.85,1697.0
2019-02-01,Guam,1413,4159,473.9,669623.0,1341.06,2.0970273E7,-867.16,-2.030065E7,867.16,2.030065E7
1995-08-01,Guam,2726,16393,1571.93,4285076.0,807.93,4318436.0,764.0,-33360.0,764.0,33360.0
2021-07-01,Minnesota,229728,452449,1644.46,3.77776726E8,961.17,2.25671252E8,683.29,1.52105474E8,683.29,1.52105474E8
2019-01-01,Guam,15637,44909,1341.06,2.0970273E7,702.91,1.0987127E7,638.15,9983146.0,638.15,9983146.0
2019-02-01,New York,1526845,2690578,22.65,3.4586351E7,592.72,9.07699639E8,-570.07,-8.73113288E8,570.07,8.73113288E8
1991-02-01,Guam,3246,10747,870.79,2826560.0,1431.53,4567996.0,-560.74,-1741436.0,560.74,1741436.0
2019-02-01,Arkansas,162097,363301,31.3,5074594.0,591.36,9.5226299E7,-560.06,-9.0151705E7,560.06,9.0151705E7
2019-01-01,Hawaii,81833,158949,1149.68,9.4081562E7,601.99,4.9452636E7,547.69,4.4628926E7,547.69,4.4628926E7
2019-02-01,Hawaii,5547,7377,603.71,3348771.0,1149.68,9.4081562E7,-545.97,-9.0732791E7,545.97,9.0732791E7
2019-02-01,Virgin Islands,822,1726,302.36,248538.0,813.16,9728627.0,-510.8,-9480089.0,510.8,9480089.0
2023-08-01,Guam,21302,33260,491.17,1.0462866E7,993.69,3.8181567E7,-502.52,-2.7718701E7,502.52,2.7718701E7
2019-02-01,Missouri,21323,49363,179.74,3832390.0,643.62,2.14618571E8,-463.88,-2.10786181E8,463.88,2.10786181E8
2019-02-01,Nebraska,6000,13198,167.53,1005200.0,626.72,4.622685E7,-459.19,-4.522165E7,459.19,4.522165E7
2017-09-01,Virgin Islands,12028,25406,921.36,1.1082144E7,462.53,5829752.0,458.83,5252392.0,458.83,5252392.0
2021-09-01,Alaska,41765,90854,655.33,2.7369978E7,1112.69,4.5864137E7,-457.36,-1.8494159E7,457.36,1.8494159E7
2019-02-01,Connecticut,19891,39270,122.36,2433868.0,575.98,1.23910414E8,-453.62,-1.21476546E8,453.62,1.21476546E8
2017-10-01,Virgin Islands,13053,25156,472.46,6167007.0,921.36,1.1082144E7,-448.9,-4915137.0,448.9,4915137.0
2019-02-01,Oregon,41143,71869,103.64,4264355.0,527.97,1.86668888E8,-424.33,-1.82404533E8,424.33,1.82404533E8
2019-03-01,Maryland,333753,616315,277.5,9.2613176E7,699.32,1.1417798E7,-421.82,8.1195378E7,421.82,8.1195378E7
1994-01-01,Alaska,10415,27527,1059.69,1.103671E7,640.53,7861180.0,419.16,3175530.0,419.16,3175530.0
1994-02-01,Alaska,16370,49229,641.34,1.0498709E7,1059.69,1.103671E7,-418.35,-538001.0,418.35,538001.0
2023-02-01,Guam,31957,105276,578.42,1.8484494E7,996.12,1.2622859E7,-417.7,5861635.0,417.7,5861635.0
2018-09-01,Guam,15448,44722,1112.02,1.7178536E7,695.92,1.0944662E7,416.1,6233874.0,416.1,6233874.0
2022-07-01,Minnesota,226970,440315,1139.91,2.58725787E8,723.97,1.63963741E8,415.94,9.4762046E7,415.94,9.4762046E7
2021-05-01,Pennsylvania,958318,1778560,1002.77,9.60978268E8,587.16,5.65115997E8,415.61,3.95862271E8,415.61,3.95862271E8
2018-10-01,Guam,15624,45010,699.49,1.0928708E7,1112.02,1.7178536E7,-412.53,-6249828.0,412.53,6249828.0
2024-05-01,Kentucky,256061,555976,431.43,1.10473724E8,24.47,6919666.0,406.96,1.03554058E8,406.96,1.03554058E8
1989-10-01,South Carolina,235493,720450,761.94,1.794322E8,355.31,5.4103132E7,406.63,1.25329068E8,406.63,1.25329068E8
1992-09-01,Guam,24975,110939,1253.64,3.1309461E7,850.2,3171219.0,403.44,2.8138242E7,403.44,2.8138242E7
2022-11-01,New Jersey,403648,782900,599.42,2.41957389E8,198.53,7.9866124E7,400.89,1.62091265E8,400.89,1.62091265E8
2019-02-01,New Mexico,22378,44864,194.9,4361572.0,595.1,1.31354715E8,-400.2,-1.26993143E8,400.2,1.26993143E8
2019-01-01,Virgin Islands,11964,24527,813.16,9728627.0,414.51,5224065.0,398.65,4504562.0,398.65,4504562.0
2024-04-01,Wyoming,13919,29574,401.06,5582439.0,5.8,80338.0,395.26,5502101.0,395.26,5502101.0
2019-02-01,Pennsylvania,93193,196429,166.3,1.5497625E7,557.88,5.27436073E8,-391.58,-5.11938448E8,391.58,5.11938448E8
2019-02-01,Alaska,6167,14683,480.28,2961901.0,870.48,3.3771091E7,-390.2,-3.080919E7,390.2,3.080919E7
1992-10-01,Guam,3754,11894,864.0,3243400.0,1253.64,3.1309461E7,-389.64,-2.8066061E7,389.64,2.8066061E7
2020-05-01,Minnesota,214149,426725,872.01,1.86740132E8,484.14,1.02302307E8,387.87,8.4437825E7,387.87,8.4437825E7
2019-01-01,Alaska,38796,86305,870.48,3.3771091E7,483.14,1.8324716E7,387.34,1.5446375E7,387.34,1.5446375E7
2023-02-01,New Jersey,389355,757692,424.0,1.65087356E8,810.12,3.15178168E8,-386.12,-1.50090812E8,386.12,1.50090812E8
2024-08-01,Virgin Islands,10757,21378,907.16,9758360.0,523.8,5591491.0,383.36,4166869.0,383.36,4166869.0
2024-09-01,Virgin Islands,10583,21055,524.5,5550744.0,907.16,9758360.0,-382.66,-4207616.0,382.66,4207616.0
2021-07-01,Alaska,40350,88538,837.62,3.3798087E7,455.84,2.8604168E7,381.78,5193919.0,381.78,5193919.0
2021-06-01,North Dakota,24121,49463,353.08,8516635.0,734.61,1.8997811E7,-381.53,-1.0481176E7,381.53,1.0481176E7
2022-01-01,Guam,14505,37266,938.79,1.3617156E7,1318.25,1.6939529E7,-379.46,-3322373.0,379.46,3322373.0
2020-08-01,Montana,40788,85636,800.67,3.2657828E7,424.24,2.3749734E7,376.43,8908094.0,376.43,8908094.0
2020-05-01,Hawaii,96580,177569,956.1,9.2340623E7,580.23,5.1884012E7,375.87,4.0456611E7,375.87,4.0456611E7
2017-11-01,Florida,1990863,3938018,396.64,7.89673188E8,770.89,2.051813455E9,-374.25,-1.262140267E9,374.25,1.262140267E9
2019-02-01,North Carolina,49845,110659,238.07,1.1867005E7,611.05,3.89364123E8,-372.98,-3.77497118E8,372.98,3.77497118E8
2017-10-01,Florida,2661585,5797835,770.89,2.051813455E9,398.72,6.7877138E8,372.17,1.373042075E9,372.17,1.373042075E9
2023-05-01,Utah,78559,158599,22.72,1784176.0,391.05,3.1760762E7,-368.33,-2.9976586E7,368.33,2.9976586E7
2024-04-01,Kentucky,282793,605342,24.47,6919666.0,389.79,1.09446113E8,-365.32,-1.02526447E8,365.32,1.02526447E8
2023-09-01,Guam,12044,32930,856.23,1.0312454E7,491.17,1.0462866E7,365.06,-150412.0,365.06,150412.0
2024-03-01,Wyoming,13849,29456,5.8,80338.0,366.66,5019245.0,-360.86,-4938907.0,360.86,4938907.0
2023-08-01,District of Columbia,83316,139485,133.12,1.1091181E7,489.09,4.0846534E7,-355.97,-2.9755353E7,355.97,2.9755353E7
2021-05-01,North Dakota,25861,53441,734.61,1.8997811E7,382.24,9381014.0,352.37,9616797.0,352.37,9616797.0
2023-06-01,Guam,21607,57069,1175.94,2.5408453E7,823.9,1.1155599E7,352.04,1.4252854E7,352.04,1.4252854E7
2008-11-01,Louisiana,296702,712397,417.8,1.23961269E8,768.34,2.25471067E8,-350.54,-1.01509798E8,350.54,1.01509798E8
2019-02-01,Montana,5293,11053,223.5,1182982.0,572.83,3.0357937E7,-349.33,-2.9174955E7,349.33,2.9174955E7
2023-06-01,Utah,79489,158690,370.1,2.9418966E7,22.72,1784176.0,347.38,2.763479E7,347.38,2.763479E7
2019-02-01,Iowa,12752,28798,239.18,3049965.0,578.5,9.1507089E7,-339.32,-8.8457124E7,339.32,8.8457124E7
2022-10-01,New Jersey,402284,778883,198.53,7.9866124E7,537.65,2.14833528E8,-339.12,-1.34967404E8,339.12,1.34967404E8
2020-11-01,Utah,72921,166030,686.16,5.0035825E7,354.37,2.5694166E7,331.79,2.4341659E7,331.79,2.4341659E7
2019-02-01,Oklahoma,28648,63182,291.65,8355165.0,623.04,1.66790441E8,-331.39,-1.58435276E8,331.39,1.58435276E8
2019-02-01,Georgia,133634,319224,292.33,3.9065481E7,622.03,4.16938423E8,-329.7,-3.77872942E8,329.7,3.77872942E8
2021-09-01,Kentucky,244269,521657,592.48,1.44725791E8,920.54,2.3883968E8,-328.06,-9.4113889E7,328.06,9.4113889E7
2021-08-01,Kentucky,259456,556795,920.54,2.3883968E8,592.85,1.61027157E8,327.69,7.7812523E7,327.69,7.7812523E7
2020-09-01,Oklahoma,303367,626298,270.62,8.2096696E7,598.3,1.79815417E8,-327.68,-9.7718721E7,327.68,9.7718721E7
1991-01-01,Guam,3191,10538,1431.53,4567996.0,1105.32,3676284.0,326.21,891712.0,326.21,891712.0
2019-02-01,South Dakota,3653,8068,329.26,1202824.0,653.79,2.5248077E7,-324.53,-2.4045253E7,324.53,2.4045253E7
2023-01-01,Alaska,15933,32531,1161.5,1.850625E7,838.22,1.6464366E7,323.28,2041884.0,323.28,2041884.0
2021-09-01,Hawaii,108687,189956,850.19,9.2405337E7,1173.22,1.31942008E8,-323.03,-3.9536671E7,323.03,3.9536671E7
2019-02-01,California,303030,606095,309.19,9.3693633E7,630.91,1.192698593E9,-321.72,-1.09900496E9,321.72,1.09900496E9
2020-11-01,Alaska,37406,79250,839.83,3.1414907E7,524.02,1.9681632E7,315.81,1.1733275E7,315.81,1.1733275E7
1989-11-01,South Carolina,88924,248665,446.26,3.9682101E7,761.94,1.794322E8,-315.68,-1.39750099E8,315.68,1.39750099E8
2020-09-01,Montana,47512,96042,486.36,2.3107988E7,800.67,3.2657828E7,-314.31,-9549840.0,314.31,9549840.0
2020-04-01,Guam,15522,43862,989.67,1.536157E7,676.69,9494582.0,312.98,5866988.0,312.98,5866988.0
2019-01-01,Missouri,333455,713331,643.62,2.14618571E8,332.41,1.08945294E8,311.21,1.05673277E8,311.21,1.05673277E8
2019-02-01,Arizona,29081,62271,305.99,8898441.0,615.57,2.35025213E8,-309.58,-2.26126772E8,309.58,2.26126772E8
2019-01-01,South Dakota,38618,82164,653.79,2.5248077E7,345.83,1.3265344E7,307.96,1.1982733E7,307.96,1.1982733E7
2022-08-01,Minnesota,228592,442403,832.03,1.90195916E8,1139.91,2.58725787E8,-307.88,-6.8529871E7,307.88,6.8529871E7
2019-02-01,Idaho,8134,20752,285.96,2325962.0,593.3,4.00795E7,-307.34,-3.7753538E7,307.34,3.7753538E7
2019-01-01,Nebraska,73760,162343,626.72,4.622685E7,320.78,2.3555322E7,305.94,2.2671528E7,305.94,2.2671528E7
2020-04-01,North Carolina,640727,1313052,597.46,3.82810687E8,294.37,1.72649296E8,303.09,2.10161391E8,303.09,2.10161391E8
2008-07-01,Nebraska,52516,121848,605.64,3.1806021E7,305.67,1.5948789E7,299.97,1.5857232E7,299.97,1.5857232E7
2019-01-01,North Carolina,637206,1322868,611.05,3.89364123E8,312.18,1.98939882E8,298.87,1.90424241E8,298.87,1.90424241E8
2019-01-01,Indiana,270851,603782,635.04,1.72002064E8,337.31,8.8716936E7,297.73,8.3285128E7,297.73,8.3285128E7
2019-02-01,Rhode Island,9771,20281,249.17,2434620.0,545.19,5.0372647E7,-296.02,-4.7938027E7,296.02,4.7938027E7
2019-01-01,Louisiana,378562,811065,644.73,2.44071949E8,350.85,1.35686741E8,293.88,1.08385208E8,293.88,1.08385208E8
2019-02-01,Virginia,49677,102350,310.27,1.5413288E7,604.07,2.08090378E8,-293.8,-1.9267709E8,293.8,1.9267709E8
2019-01-01,Virginia,344477,709491,604.07,2.08090378E8,310.67,1.06867496E8,293.4,1.01222882E8,293.4,1.01222882E8
2008-08-01,Nebraska,52094,121105,313.26,1.6318791E7,605.64,3.1806021E7,-292.38,-1.548723E7,292.38,1.548723E7
2021-04-01,District of Columbia,88531,143260,611.0,5.4092007E7,319.35,2.8223393E7,291.65,2.5868614E7,291.65,2.5868614E7
2019-01-01,Wyoming,12528,28009,622.81,7802557.0,331.43,4046106.0,291.38,3756451.0,291.38,3756451.0
2019-01-01,Tennessee,447425,933981,615.03,2.75177426E8,325.33,1.4233829E8,289.7,1.32839136E8,289.7,1.32839136E8
2019-02-01,Massachusetts,49078,83104,235.17,1.1541614E7,524.6,2.34876728E8,-289.43,-2.23335114E8,289.43,2.23335114E8
2019-02-01,Texas,248741,667967,339.06,8.4338371E7,627.37,9.55051106E8,-288.31,-8.70712735E8,288.31,8.70712735E8
2019-01-01,Oklahoma,267704,575769,623.04,1.66790441E8,334.91,8.9553336E7,288.13,7.7237105E7,288.13,7.7237105E7
2019-02-01,Kansas,5046,10754,298.48,1506132.0,583.08,5.5890716E7,-284.6,-5.4384584E7,284.6,5.4384584E7
2019-01-01,New Mexico,220728,450546,595.1,1.31354715E8,310.94,6.8662231E7,284.16,6.2692484E7,284.16,6.2692484E7
2019-01-01,California,1890447,3727456,630.91,1.192698593E9,347.98,6.5649917E8,282.93,5.36199423E8,282.93,5.36199423E8
2023-04-01,Minnesota,231901,454524,255.2,5.9181214E7,537.95,1.29674408E8,-282.75,-7.0493194E7,282.75,7.0493194E7
2021-08-01,Hawaii,112461,197132,1173.22,1.31942008E8,891.39,9.9746356E7,281.83,3.2195652E7,281.83,3.2195652E7
2019-01-01,Arizona,381800,815689,615.57,2.35025213E8,333.85,1.26369135E8,281.72,1.08656078E8,281.72,1.08656078E8
2019-01-01,Alabama,346977,734098,609.14,2.11358623E8,327.7,1.14303511E8,281.44,9.7055112E7,281.44,9.7055112E7
2022-07-01,Utah,76961,155495,548.5,4.2213151E7,267.11,1.9603001E7,281.39,2.261015E7,281.39,2.261015E7
2019-03-01,New York,1522410,2681717,303.83,4.62549017E8,22.65,3.4586351E7,281.18,4.27962666E8,281.18,4.27962666E8
2019-01-01,Ohio,693828,1401304,598.56,4.15294494E8,318.49,2.22156948E8,280.07,1.93137546E8,280.07,1.93137546E8
2019-01-01,New York,1531428,2705107,592.72,9.07699639E8,313.23,4.78315568E8,279.49,4.29384071E8,279.49,4.29384071E8
2019-01-01,Kansas,95855,203960,583.08,5.5890716E7,304.55,2.9368913E7,278.53,2.6521803E7,278.53,2.6521803E7
2024-09-01,Alaska,32624,70336,370.03,1.2071895E7,648.37,2.2253207E7,-278.34,-1.0181312E7,278.34,1.0181312E7
2019-01-01,Iowa,158181,327902,578.5,9.1507089E7,300.57,4.7404062E7,277.93,4.4103027E7,277.93,4.4103027E7
2019-01-01,Arkansas,161030,360533,591.36,9.5226299E7,313.94,5.0833718E7,277.42,4.4392581E7,277.42,4.4392581E7
2019-01-01,Connecticut,215132,371393,575.98,1.23910414E8,298.56,6.4276449E7,277.42,5.9633965E7,277.42,5.9633965E7
2019-01-01,Texas,1522293,3544410,627.37,9.55051106E8,351.74,5.25894219E8,275.63,4.29156887E8,275.63,4.29156887E8
2023-10-01,Nebraska,75893,154159,397.91,3.0198963E7,122.32,9362472.0,275.59,2.0836491E7,275.59,2.0836491E7
2019-01-01,Idaho,67554,150376,593.3,4.00795E7,318.05,2.1358341E7,275.25,1.8721159E7,275.25,1.8721159E7
2021-08-01,Alaska,41219,89795,1112.69,4.5864137E7,837.62,3.3798087E7,275.07,1.206605E7,275.07,1.206605E7
2019-01-01,Illinois,907953,1826750,600.14,5.44897851E8,325.13,2.87359333E8,275.01,2.57538518E8,275.01,2.57538518E8
2019-01-01,Georgia,670279,1452314,622.03,4.16938423E8,348.69,2.34266598E8,273.34,1.82671825E8,273.34,1.82671825E8
2019-01-01,Montana,52996,107850,572.83,3.0357937E7,299.72,1.5876369E7,273.11,1.4481568E7,273.11,1.4481568E7
2019-02-01,Louisiana,42546,95008,372.86,1.5863931E7,644.73,2.44071949E8,-271.87,-2.28208018E8,271.87,2.28208018E8
2020-10-01,Ohio,754395,1498880,460.82,3.47637606E8,732.05,5.13707109E8,-271.23,-1.66069503E8,271.23,1.66069503E8
2019-02-01,Delaware,4591,9847,296.23,1359995.0,566.65,3.8355306E7,-270.42,-3.6995311E7,270.42,3.6995311E7
2019-01-01,Kentucky,258445,566900,590.32,1.52563073E8,320.19,8.2438996E7,270.13,7.0124077E7,270.13,7.0124077E7
2022-06-01,Utah,73389,155384,267.11,1.9603001E7,536.92,4.0126583E7,-269.81,-2.0523582E7,269.81,2.0523582E7
2019-01-01,Pennsylvania,945432,1768620,557.88,5.27436073E8,288.4,2.72697322E8,269.48,2.54738751E8,269.48,2.54738751E8
2019-01-01,Colorado,227731,456786,577.21,1.31446528E8,308.97,7.0076032E7,268.24,6.1370496E7,268.24,6.1370496E7
2008-10-01,Louisiana,293455,701764,768.34,2.25471067E8,501.4,4.46575889E8,266.94,-2.21104822E8,266.94,2.21104822E8
2020-04-01,New Mexico,241755,481136,563.95,1.36338753E8,297.15,6.6468245E7,266.8,6.9870508E7,266.8,6.9870508E7
2019-01-01,Utah,73644,175327,616.92,4.5432317E7,350.45,2.5542737E7,266.47,1.988958E7,266.47,1.988958E7
2019-03-01,Arkansas,160976,358305,297.77,4.793489E7,31.3,5074594.0,266.47,4.2860296E7,266.47,4.2860296E7
2020-04-01,North Dakota,24952,51483,571.73,1.4265931E7,306.14,7065578.0,265.59,7200353.0,265.59,7200353.0
2019-02-01,New Hampshire,2880,5614,220.75,635751.0,485.82,1.9776814E7,-265.07,-1.9141063E7,265.07,1.9141063E7
2021-07-01,Pennsylvania,958633,1777407,508.57,4.87532566E8,773.42,7.38222596E8,-264.85,-2.5069003E8,264.85,2.5069003E8
2020-12-01,Alaska,33521,73899,575.93,1.930586E7,839.83,3.1414907E7,-263.9,-1.2109047E7,263.9,1.2109047E7
2019-01-01,Delaware,67688,138562,566.65,3.8355306E7,302.97,1.9866379E7,263.68,1.8488927E7,263.68,1.8488927E7
2019-02-01,New Jersey,15504,30804,281.03,4357120.0,544.62,1.98042538E8,-263.59,-1.93685418E8,263.59,1.93685418E8
1999-01-01,Alaska,14452,43151,657.05,9495770.0,394.69,2821664.0,262.36,6674106.0,262.36,6674106.0
2021-08-01,Montana,47575,93396,248.62,1.182806E7,510.24,2.4612632E7,-261.62,-1.2784572E7,261.62,1.2784572E7
2019-01-01,Mississippi,215458,463284,570.21,1.2285664E8,310.74,6.7626826E7,259.47,5.5229814E7,259.47,5.5229814E7
2019-01-01,South Carolina,284053,611652,589.35,1.67406779E8,330.55,9.4838894E7,258.8,7.2567885E7,258.8,7.2567885E7
2020-08-01,Utah,76778,176700,606.39,4.6557881E7,348.43,2.3967161E7,257.96,2.259072E7,257.96,2.259072E7
2023-09-01,Nebraska,76543,154825,122.32,9362472.0,379.07,2.9160838E7,-256.75,-1.9798366E7,256.75,1.9798366E7
2020-07-01,New Mexico,249564,492781,427.82,1.0676805E8,684.2,1.70335431E8,-256.38,-6.3567381E7,256.38,6.3567381E7
2019-01-01,North Dakota,23904,49813,569.98,1.3624805E7,313.72,7499722.0,256.26,6125083.0,256.26,6125083.0
2019-01-01,Oregon,353560,607135,527.97,1.86668888E8,271.79,9.640949E7,256.18,9.0259398E7,256.18,9.0259398E7
2019-02-01,Kentucky,31058,75734,335.62,1.0423652E7,590.32,1.52563073E8,-254.7,-1.42139421E8,254.7,1.42139421E8
2019-02-01,Utah,13928,37924,362.27,5045810.0,616.92,4.5432317E7,-254.65,-4.0386507E7,254.65,4.0386507E7
2019-01-01,New Jersey,363628,728496,544.62,1.98042538E8,290.14,1.04743872E8,254.48,9.3298666E7,254.48,9.3298666E7
2023-03-01,Virginia,441358,857843,361.67,1.59627382E8,615.42,2.6883976E8,-253.75,-1.09212378E8,253.75,1.09212378E8
2020-04-01,Oklahoma,285941,612779,566.26,1.61916011E8,312.9,8.4343277E7,253.36,7.7572734E7,253.36,7.7572734E7
2020-04-01,Colorado,258793,507074,553.73,1.43300797E8,300.92,6.7296834E7,252.81,7.6003963E7,252.81,7.6003963E7
2019-02-01,Nevada,21911,41853,286.95,6287328.0,538.24,1.20331138E8,-251.29,-1.1404381E8,251.29,1.1404381E8
2019-01-01,Nevada,223565,425264,538.24,1.20331138E8,287.23,6.4489188E7,251.01,5.584195E7,251.01,5.584195E7
2022-05-01,Iowa,137782,278713,71.28,9821044.0,320.96,4.4635439E7,-249.68,-3.4814395E7,249.68,3.4814395E7
2020-09-01,Ohio,701745,1401212,732.05,5.13707109E8,482.52,3.39080371E8,249.53,1.74626738E8,249.53,1.74626738E8
2019-01-01,Massachusetts,447729,759254,524.6,2.34876728E8,275.5,1.23664218E8,249.1,1.1121251E8,249.1,1.1121251E8
2019-02-01,North Dakota,3256,7638,320.9,1044857.0,569.98,1.3624805E7,-249.08,-1.2579948E7,249.08,1.2579948E7
2023-03-01,Guam,13829,37767,827.34,1.1441397E7,578.42,1.8484494E7,248.92,-7043097.0,248.92,7043097.0
2019-01-01,Rhode Island,92394,155099,545.19,5.0372647E7,296.46,2.7781039E7,248.73,2.2591608E7,248.73,2.2591608E7
1999-01-01,Rhode Island,34176,76626,52.64,1798892.0,300.8,1.0318718E7,-248.16,-8519826.0,248.16,8519826.0
2020-04-01,Pennsylvania,995550,1843929,519.18,5.16872407E8,271.98,2.56446739E8,247.2,2.60425668E8,247.2,2.60425668E8
2021-03-01,Minnesota,229521,462770,964.1,2.21280691E8,719.31,1.63761362E8,244.79,5.7519329E7,244.79,5.7519329E7
1999-02-01,Rhode Island,34647,77365,296.51,1.0273325E7,52.64,1798892.0,243.87,8474433.0,243.87,8474433.0
2023-03-01,Wisconsin,372555,711609,311.54,1.16065863E8,554.55,2.0633317E8,-243.01,-9.0267307E7,243.01,9.0267307E7
2023-04-01,Hawaii,83110,155150,750.24,6.2352122E7,992.92,8.6337701E7,-242.68,-2.3985579E7,242.68,2.3985579E7
2019-02-01,Illinois,64915,141914,358.66,2.328301E7,600.14,5.44897851E8,-241.48,-5.21614841E8,241.48,5.21614841E8
1995-09-01,Rhode Island,39173,91061,562.21,2.2023333E7,320.98,1.2601021E7,241.23,9422312.0,241.23,9422312.0
2019-01-01,District of Columbia,65819,109580,530.6,3.4923107E7,289.48,1.9403379E7,241.12,1.5519728E7,241.12,1.5519728E7
2021-06-01,Alaska,62750,87053,455.84,2.8604168E7,696.61,3.331885E7,-240.77,-4714682.0,240.77,4714682.0
2021-12-01,Oklahoma,247813,643114,727.46,1.80276139E8,487.09,1.77833661E8,240.37,2442478.0,240.37,2442478.0
2021-07-01,Illinois,1891322,2744651,277.89,5.25576863E8,518.12,5.46427391E8,-240.23,-2.0850528E7,240.23,2.0850528E7
1998-11-01,Rhode Island,34369,76545,538.69,1.8514536E7,299.33,1.0000152E7,239.36,8514384.0,239.36,8514384.0
1998-12-01,Rhode Island,34303,76913,300.8,1.0318718E7,538.69,1.8514536E7,-237.89,-8195818.0,237.89,8195818.0
2019-02-01,District of Columbia,59489,99991,294.15,1.749864E7,530.6,3.4923107E7,-236.45,-1.7424467E7,236.45,1.7424467E7
1995-10-01,Vermont,25932,56538,274.84,7127264.0,510.88,1.3300155E7,-236.04,-6172891.0,236.04,6172891.0
2022-04-01,Iowa,139067,281951,320.96,4.4635439E7,556.73,7.8165686E7,-235.77,-3.3530247E7,235.77,3.3530247E7
2021-06-01,Minnesota,234789,465318,961.17,2.25671252E8,1196.78,2.7971359E8,-235.61,-5.4042338E7,235.61,5.4042338E7
2020-06-01,New Mexico,248954,493796,684.2,1.70335431E8,449.99,1.11257868E8,234.21,5.9077563E7,234.21,5.9077563E7
2019-01-01,Maine,85308,157160,492.74,4.2033993E7,259.16,2.2091758E7,233.58,1.9942235E7,233.58,1.9942235E7
2023-04-01,Indiana,281556,593550,198.17,5.5794634E7,430.12,1.22457508E8,-231.95,-6.6662874E7,231.95,6.6662874E7
1990-12-01,Guam,3326,11084,1105.32,3676284.0,873.78,2855548.0,231.54,820736.0,231.54,820736.0
2019-01-01,New Hampshire,40708,78653,485.82,1.9776814E7,254.89,1.0291809E7,230.93,9485005.0,230.93,9485005.0
2024-11-01,Alaska,30165,63590,692.51,2.0889642E7,462.06,1.3955039E7,230.45,6934603.0,230.45,6934603.0
2022-01-01,Mississippi,207736,412985,344.34,7.1531929E7,574.45,1.22678072E8,-230.11,-5.1146143E7,230.11,5.1146143E7
2023-02-01,Ohio,722341,1401411,345.14,2.49305615E8,575.19,4.22688789E8,-230.05,-1.73383174E8,230.05,1.73383174E8
2021-06-01,Pennsylvania,954489,1771130,773.42,7.38222596E8,1002.77,9.60978268E8,-229.35,-2.22755672E8,229.35,2.22755672E8
2023-03-01,Utah,80129,160488,376.35,3.0156269E7,605.27,4.6640484E7,-228.92,-1.6484215E7,228.92,1.6484215E7
2019-01-01,West Virginia,163826,314042,499.42,8.1818483E7,270.55,4.3252212E7,228.87,3.8566271E7,228.87,3.8566271E7
2022-05-01,Kentucky,251060,543444,369.05,9.2653069E7,597.71,1.51574118E8,-228.66,-5.8921049E7,228.66,5.8921049E7
2000-01-01,South Carolina,122000,296741,210.29,2.5655302E7,438.55,5.4820492E7,-228.26,-2.916519E7,228.26,2.916519E7
2021-12-01,Guam,12850,35627,1318.25,1.6939529E7,1090.25,1.3906166E7,228.0,3033363.0,228.0,3033363.0
2021-05-01,Alaska,47830,85479,696.61,3.331885E7,924.33,3.5004141E7,-227.72,-1685291.0,227.72,1685291.0
2022-10-01,Minnesota,233021,454504,889.31,2.07228069E8,661.84,1.52350965E8,227.47,5.4877104E7,227.47,5.4877104E7
1995-09-01,Vermont,26034,56695,510.88,1.3300155E7,283.82,7399760.0,227.06,5900395.0,227.06,5900395.0
2023-03-01,New Hampshire,39867,74467,334.91,1.3351598E7,560.53,2.1932898E7,-225.62,-8581300.0,225.62,8581300.0
2022-10-01,Colorado,289072,552462,568.4,1.64308205E8,342.92,9.9337487E7,225.48,6.4970718E7,225.48,6.4970718E7
