date,state,households,participation,per_person,per_household,total_cost,inflation_rate,true_person,true_total_cost
2007-11-01,Louisiana,275860,669124,243.44,100.36,67155172,210.177,376.2,1.0377919E8
2007-12-01,Louisiana,276247,669442,243.49,100.48,67264034,210.036,376.53,1.04017206E8
2008-01-01,Louisiana,273545,660714,238.13,98.59,65138510,211.08,366.42,1.00232078E8
2008-02-01,Louisiana,271169,655828,238.29,98.53,64615669,211.693,365.61,9.9139646E7
2008-03-01,Louisiana,271571,656123,238.54,98.73,64780714,213.528,362.85,9.8538717E7
2008-04-01,Louisiana,270580,653510,239.01,98.96,64672128,214.823,361.37,9.7780529E7
2008-05-01,Louisiana,272661,658314,242.69,100.52,66172194,216.632,363.87,9.9213078E7
2008-06-01,Louisiana,270875,653096,239.53,99.35,64882537,218.815,355.55,9.6308969E7
2008-07-01,Louisiana,274475,662331,240.03,99.47,65882139,219.964,354.43,9.7281908E7
2008-08-01,Louisiana,277193,668572,241.33,100.06,66896037,219.086,357.78,9.91749E7
2008-09-01,Louisiana,890654,2217997,337.74,135.62,300810402,218.783,501.4,4.46575889E8
2007-10-01,New Mexico,91170,231074,237.87,93.85,21687007,208.936,369.78,3.3713383E7
2007-11-01,New Mexico,91544,231393,237.04,93.78,21699554,210.177,366.31,3.3533711E7
2007-12-01,New Mexico,92080,232696,238.14,94.23,21927871,210.036,368.26,3.3909294E7
2008-01-01,New Mexico,93092,234331,231.7,92.05,21569686,211.08,356.53,3.3190419E7
2008-02-01,New Mexico,93562,234765,233.13,92.91,21811831,211.693,357.69,3.3465833E7
2008-03-01,New Mexico,94597,237102,235.05,93.78,22235045,213.528,357.54,3.3821992E7
2008-04-01,New Mexico,95850,240102,233.77,93.32,22407046,214.823,353.45,3.3878162E7
2008-05-01,New Mexico,96857,242228,233.63,93.42,22628317,216.632,350.29,3.3927014E7
2008-06-01,New Mexico,97990,242604,232.16,93.77,22748965,218.815,344.61,3.3767628E7
2008-07-01,New Mexico,99133,247390,233.19,93.44,23117076,219.964,344.33,3.4134794E7
2008-08-01,New Mexico,101026,251523,232.89,93.54,23527725,219.086,345.26,3.4880389E7
2008-09-01,New Mexico,102327,254296,232.87,93.71,23828838,218.783,345.71,3.537572E7
2007-10-01,Oklahoma,176662,421566,234.62,98.32,41448508,208.936,364.73,6.4433485E7
2007-11-01,Oklahoma,176121,419932,233.64,97.99,41148224,210.177,361.06,6.3588987E7
2007-12-01,Oklahoma,174799,417161,253.87,106.38,44376590,210.036,392.58,6.8624027E7
2008-01-01,Oklahoma,175486,417504,230.87,97.04,40514617,211.08,355.25,6.2341989E7
2008-02-01,Oklahoma,179340,419260,223.55,95.62,40091222,211.693,342.99,6.1511854E7
2008-03-01,Oklahoma,173753,412405,229.45,96.67,39868209,213.528,349.02,6.0644008E7
2008-04-01,Oklahoma,174545,413970,229.95,96.96,40137434,214.823,347.67,6.0685486E7
2008-05-01,Oklahoma,174991,415304,230.34,97.05,40306987,216.632,345.35,6.043294E7
2008-06-01,Oklahoma,175596,417040,230.11,96.89,40406088,218.815,341.57,5.9977135E7
2008-07-01,Oklahoma,176961,420056,229.42,96.65,40599125,219.964,338.76,5.9948878E7
2008-08-01,Oklahoma,179110,425679,230.02,96.79,41199521,219.086,341.01,6.1079229E7
2008-09-01,Oklahoma,180428,428578,228.71,96.29,41266123,218.783,339.54,6.1262694E7
2007-10-01,Texas,970754,2475348,255.51,100.2,248041590,208.936,397.2,3.85591299E8
2007-11-01,Texas,968908,2469132,252.82,99.21,244958533,210.177,390.7,3.78550116E8
2007-12-01,Texas,963856,2457930,252.2,98.9,243080219,210.036,390.0,3.75899626E8
2008-01-01,Texas,962687,2451315,251.33,98.7,241949200,211.08,386.73,3.72300059E8
2008-02-01,Texas,954871,2431025,250.83,98.52,239513925,211.693,384.85,3.67485568E8
2008-03-01,Texas,960310,2442159,251.33,98.83,241358533,213.528,382.3,3.67133344E8
2008-04-01,Texas,961947,2446639,251.36,98.83,241794857,214.823,380.04,3.65579884E8
2008-05-01,Texas,972120,2471914,251.1,98.75,244097404,216.632,376.48,3.65979322E8
2008-06-01,Texas,985290,2505800,251.47,98.88,247766555,218.815,373.27,3.67774481E8
2008-07-01,Texas,1021582,2596904,256.65,100.96,262186535,219.964,378.97,3.87145995E8
2008-08-01,Texas,1056145,2683648,252.86,99.51,267052598,219.086,374.87,3.95911565E8
2008-09-01,Texas,1158960,2952749,298.92,117.33,346432773,218.783,443.77,5.14305764E8
2007-10-01,Colorado,106171,246532,250.81,108.01,26628452,208.936,389.89,4.1395072E7
2007-11-01,Colorado,105758,245938,247.14,106.27,26136865,210.177,381.92,4.0390972E7
2007-12-01,Colorado,106650,247775,247.4,106.49,26385004,210.036,382.58,4.0801811E7
2008-01-01,Colorado,107477,249213,246.86,106.46,26531700,211.08,379.86,4.0825733E7
2008-02-01,Colorado,107526,248662,245.26,106.05,26371477,211.693,376.3,4.0461686E7
2008-03-01,Colorado,109460,252898,247.59,107.16,27101597,213.528,376.61,4.1224562E7
2008-04-01,Colorado,109834,253090,248.02,107.64,27241551,214.823,374.99,4.1187655E7
2008-05-01,Colorado,109629,252813,248.4,107.72,27231928,216.632,372.43,4.0829285E7
2008-06-01,Colorado,111185,256731,248.59,107.66,27638957,218.815,369.0,4.1026131E7
2008-07-01,Colorado,111816,257084,248.07,107.9,27738290,219.964,366.3,4.0958503E7
2008-08-01,Colorado,112263,259006,246.66,106.91,27690438,219.086,365.68,4.1051706E7
2008-09-01,Colorado,115093,265449,246.83,107.02,28407932,218.783,366.44,4.2173733E7
2007-10-01,Iowa,111520,245282,216.41,98.39,24133580,208.936,336.42,3.7516686E7
2007-11-01,Iowa,111861,245674,214.85,97.82,24032894,210.177,332.02,3.7139571E7
2007-12-01,Iowa,112647,247203,214.67,97.82,24182002,210.036,331.97,3.7395085E7
2008-01-01,Iowa,113657,249108,211.59,96.54,24049090,211.08,325.58,3.700561E7
2008-02-01,Iowa,114556,250999,213.58,97.48,24466931,211.693,327.7,3.7539546E7
2008-03-01,Iowa,115658,253102,214.1,97.84,24762761,213.528,325.67,3.7666931E7
2008-04-01,Iowa,116649,255566,214.78,98.04,25054409,214.823,324.73,3.7880822E7
2008-05-01,Iowa,117420,256548,214.46,98.16,25182235,216.632,321.54,3.7756146E7
2008-06-01,Iowa,126281,279253,231.54,104.71,29239674,218.815,343.69,4.3402169E7
2008-07-01,Iowa,123197,268734,217.88,99.88,26841595,219.964,321.72,3.9634438E7
2008-08-01,Iowa,124070,270829,214.67,98.34,26634293,219.086,318.25,3.9485947E7
2008-09-01,Iowa,124070,275774,218.23,98.18,27075795,218.783,323.98,4.0196074E7
2007-10-01,Kansas,84187,184443,208.77,95.29,17575650,208.936,324.54,2.7322102E7
2007-11-01,Kansas,83992,183816,208.38,95.22,17502182,210.177,322.02,2.7047243E7
2007-12-01,Kansas,84038,183860,208.07,95.1,17485903,210.036,321.76,2.7040227E7
2008-01-01,Kansas,84472,184180,202.93,93.07,17142083,211.08,312.26,2.6377432E7
2008-02-01,Kansas,84509,183902,204.79,94.11,17306924,211.693,314.21,2.6553967E7
2008-03-01,Kansas,85747,186942,202.43,92.85,17358170,213.528,307.92,2.6403719E7
2008-04-01,Kansas,86149,187616,203.95,93.65,17569966,214.823,308.36,2.6564776E7
2008-05-01,Kansas,86625,188873,203.39,93.28,17618339,216.632,304.95,2.641547E7
2008-06-01,Kansas,87173,190341,202.75,92.86,17674480,218.815,300.95,2.6235271E7
2008-07-01,Kansas,87355,190636,204.68,93.79,17880083,219.964,302.23,2.6401823E7
2008-08-01,Kansas,87105,191580,207.32,94.26,18058879,219.086,307.36,2.67727E7
2008-09-01,Kansas,88057,194638,205.47,92.96,18092682,218.783,305.04,2.6859961E7
2007-10-01,Missouri,304825,683773,216.28,96.42,65926535,208.936,336.22,1.02485629E8
2007-11-01,Missouri,306407,687013,213.38,95.17,65381774,210.177,329.75,1.01038645E8
2007-12-01,Missouri,306651,687188,218.05,97.3,66866053,210.036,337.19,1.03401768E8
2008-01-01,Missouri,309234,694723,216.13,96.21,66836030,211.08,332.57,1.02844142E8
2008-02-01,Missouri,308787,692812,215.54,96.07,66555890,211.693,330.7,1.02116522E8
2008-03-01,Missouri,310960,698211,214.79,95.66,66791778,213.528,326.72,1.0159777E8
2008-04-01,Missouri,312463,701566,217.97,97.08,68108066,214.823,329.56,1.02975469E8
2008-05-01,Missouri,312254,700659,216.34,96.41,67551570,216.632,324.36,1.01281199E8
2008-06-01,Missouri,314335,705534,216.12,96.29,67932819,218.815,320.8,1.00836682E8
2008-07-01,Missouri,316694,711166,218.46,97.28,69183849,219.964,322.58,1.0215723E8
2008-08-01,Missouri,322435,724438,216.16,96.21,69696034,219.086,320.46,1.03325959E8
2008-09-01,Missouri,324663,728570,214.5,95.59,69641221,218.783,318.44,1.03387682E8
2007-10-01,Montana,34656,78911,225.41,98.99,7811636,208.936,350.41,1.2143523E7
2007-11-01,Montana,34851,79159,223.03,98.19,7772645,210.177,344.66,1.2011566E7
2007-12-01,Montana,34978,79592,222.8,97.91,7793197,210.036,344.54,1.2051412E7
2008-01-01,Montana,35249,80015,221.58,97.61,7810592,211.08,340.96,1.2018572E7
2008-02-01,Montana,35512,80525,221.27,97.58,7857866,211.693,339.49,1.2056303E7
2008-03-01,Montana,35669,80909,222.61,98.14,7940351,213.528,338.61,1.2078163E7
2008-04-01,Montana,35936,81417,221.92,97.95,7974858,214.823,335.53,1.2057526E7
2008-05-01,Montana,35779,80911,221.61,98.0,7928970,216.632,332.26,1.1888037E7
2008-06-01,Montana,35764,80760,220.56,97.67,7887948,218.815,327.39,1.1708546E7
2008-07-01,Montana,35805,80946,220.29,97.44,7887467,219.964,325.28,1.1646675E7
2008-08-01,Montana,35954,81240,216.9,95.99,7798490,219.086,321.56,1.1561439E7
2008-09-01,Montana,35780,80500,216.91,96.41,7761190,218.783,322.02,1.1522076E7
2007-10-01,Nebraska,51754,119939,209.69,90.48,10852229,208.936,325.97,1.6870256E7
2007-11-01,Nebraska,51831,120233,210.44,90.72,10907153,210.177,325.21,1.6855522E7
2007-12-01,Nebraska,51658,120000,209.09,90.01,10800991,210.036,323.34,1.6702669E7
2008-01-01,Nebraska,52111,120892,207.37,89.39,10806143,211.08,319.09,1.6627985E7
2008-02-01,Nebraska,52200,121167,207.78,89.51,10846032,211.693,318.8,1.6641038E7
2008-03-01,Nebraska,52351,121066,207.38,89.68,10856771,213.528,315.45,1.6514364E7
2008-04-01,Nebraska,52136,120651,208.02,89.89,10845513,214.823,314.51,1.639779E7
2008-05-01,Nebraska,52363,121361,209.41,90.35,10965485,216.632,313.97,1.6440735E7
2008-06-01,Nebraska,52175,120973,205.93,88.82,10744564,218.815,305.67,1.5948789E7
2008-07-01,Nebraska,52516,121848,410.16,176.78,21539963,219.964,605.64,3.1806021E7
2008-08-01,Nebraska,52094,121105,211.3,90.89,11007447,219.086,313.26,1.6318791E7
2008-09-01,Nebraska,51789,120472,204.3,87.82,10580447,218.783,303.3,1.5707477E7
2007-10-01,North Dakota,21287,47306,226.41,101.88,4819550,208.936,351.96,7492197.0
2007-11-01,North Dakota,21437,47543,225.19,101.54,4827382,210.177,348.0,7460063.0
2007-12-01,North Dakota,21540,47762,226.37,102.09,4876109,210.036,350.06,7540422.0
2008-01-01,North Dakota,21684,48130,224.08,100.96,4858965,211.08,344.8,7476747.0
2008-02-01,North Dakota,21846,48481,225.75,101.73,4931790,211.693,346.37,7566832.0
2008-03-01,North Dakota,21933,48674,227.46,102.49,4988827,213.528,345.99,7588564.0
2008-04-01,North Dakota,22065,48998,227.81,102.59,5026524,214.823,344.44,7599814.0
2008-05-01,North Dakota,22073,48959,227.37,102.51,5018732,216.632,340.9,7524669.0
2008-06-01,North Dakota,21977,48688,226.62,102.29,4980505,218.815,336.39,7392857.0
2008-07-01,North Dakota,22001,48838,226.9,102.22,4992108,219.964,335.04,7371373.0
2008-08-01,North Dakota,21951,48714,225.89,101.79,4958587,219.086,334.89,7351218.0
2008-09-01,North Dakota,22102,48849,225.66,102.1,4987500,218.783,335.01,7404323.0
2007-10-01,South Dakota,24929,59680,244.03,101.93,6083412,208.936,379.36,9456925.0
2007-11-01,South Dakota,25703,62052,249.39,103.3,6410067,210.177,385.4,9905887.0
2007-12-01,South Dakota,25660,61873,249.09,103.3,6391544,210.036,385.19,9883894.0
2008-01-01,South Dakota,25538,61083,244.82,102.36,6252227,211.08,376.72,9620633.0
2008-02-01,South Dakota,26302,63335,249.84,103.76,6571396,211.693,383.33,1.0082475E7
2008-03-01,South Dakota,26359,63262,250.19,104.25,6594823,213.528,380.57,1.0031464E7
2008-04-01,South Dakota,26570,63951,249.85,103.81,6638586,214.823,377.76,1.0037159E7
2008-05-01,South Dakota,26698,64401,252.62,104.72,6744359,216.632,378.76,1.011193E7
2008-06-01,South Dakota,26606,64442,249.85,103.16,6647555,218.815,370.87,9867357.0
2008-07-01,South Dakota,26248,62998,245.06,102.1,6432214,219.964,361.86,9497840.0
2008-08-01,South Dakota,26829,64133,249.32,104.3,6688975,219.086,369.62,9916558.0
2008-09-01,South Dakota,26829,64133,243.98,102.07,6545849,218.783,362.21,9717810.0
2007-10-01,Utah,50415,124276,232.4,94.28,11716628,208.936,361.28,1.8214001E7
2007-11-01,Utah,51028,126188,231.48,93.61,11811958,210.177,357.72,1.8253776E7
2007-12-01,Utah,51399,127621,232.04,93.45,11926445,210.036,358.83,1.8443073E7
2008-01-01,Utah,52750,130765,230.67,93.05,12167645,211.08,354.94,1.8723E7
2008-02-01,Utah,52669,130942,233.35,93.86,12290359,211.693,358.03,1.8857065E7
2008-03-01,Utah,52809,133336,237.75,94.16,12555081,213.528,361.64,1.9097683E7
2008-04-01,Utah,52782,133033,241.78,95.93,12761710,214.823,365.56,1.929497E7
2008-05-01,Utah,54862,136972,233.43,93.5,12806458,216.632,349.99,1.9200937E7
2008-06-01,Utah,54987,137483,232.41,92.95,12779289,218.815,344.98,1.8969051E7
2008-07-01,Utah,55891,139805,234.4,93.71,13101021,219.964,346.12,1.9345035E7
2008-08-01,Utah,56921,143382,234.07,92.92,13323341,219.086,347.01,1.9752157E7
2008-09-01,Utah,58072,146359,236.27,93.75,13720660,218.783,350.76,2.0369362E7
2007-10-01,Wyoming,9469,22347,232.99,98.72,2206136,208.936,362.19,3429533.0
2007-11-01,Wyoming,9431,22160,230.71,98.19,2175865,210.177,356.53,3362504.0
2007-12-01,Wyoming,9496,22417,232.98,98.69,2212404,210.036,360.28,3421265.0
2008-01-01,Wyoming,9631,22759,230.64,97.6,2221264,211.08,354.9,3417977.0
2008-02-01,Wyoming,9582,22695,234.29,98.92,2245014,211.693,359.47,3444519.0
2008-03-01,Wyoming,9786,23252,235.58,99.15,2305365,213.528,358.34,3506718.0
2008-04-01,Wyoming,9828,23319,235.84,99.4,2317868,214.823,356.58,3504483.0
2008-05-01,Wyoming,9482,22470,228.79,96.55,2169419,216.632,343.03,3252646.0
2008-06-01,Wyoming,9527,22587,221.38,93.38,2109115,218.815,328.61,3130684.0
2008-07-01,Wyoming,9499,22412,225.2,95.45,2139216,219.964,332.53,3158777.0
2008-08-01,Wyoming,9448,22297,224.72,95.22,2123141,219.086,333.15,3147605.0
2008-09-01,Wyoming,9587,22579,225.84,95.89,2165152,218.783,335.28,3214333.0
2007-10-01,Alaska,18890,48870,354.07,136.86,6688345,208.936,550.42,1.0397319E7
2007-11-01,Alaska,18895,47344,330.39,131.86,6242754,210.177,510.57,9647328.0
2007-12-01,Alaska,20969,54292,354.86,137.06,7441006,210.036,548.76,1.1506783E7
2008-01-01,Alaska,21578,56031,357.83,137.8,7721195,211.08,550.61,1.1881012E7
2008-02-01,Alaska,22322,58153,364.24,139.81,8130623,211.693,558.85,1.2474793E7
2008-03-01,Alaska,23085,59999,364.53,140.26,8415158,213.528,554.49,1.2800397E7
2008-04-01,Alaska,23447,61058,361.34,138.76,8472401,214.823,546.33,1.2809782E7
2008-05-01,Alaska,23713,61749,360.81,138.56,8555880,216.632,540.97,1.2827974E7
2008-06-01,Alaska,23468,61282,359.79,137.78,8443457,218.815,534.06,1.253312E7
2008-07-01,Alaska,22961,60030,364.76,139.52,8375281,219.964,538.61,1.2366983E7
2008-08-01,Alaska,22885,59669,360.47,138.25,8249419,219.086,534.4,1.2229952E7
2008-09-01,Alaska,21493,55247,350.2,136.24,7526918,218.783,519.9,1.1174281E7
2007-10-01,Arizona,239833,585720,256.66,105.09,61554935,208.936,398.99,9.5689789E7
2007-11-01,Arizona,241268,589259,254.24,104.1,61339494,210.177,392.89,9.479185E7
2007-12-01,Arizona,245225,597929,251.94,103.33,61781840,210.036,389.6,9.5539533E7
2008-01-01,Arizona,248027,602007,249.45,102.77,61870099,211.08,383.84,9.5202801E7
2008-02-01,Arizona,249625,606563,248.27,102.17,61974800,211.693,380.92,9.5087768E7
2008-03-01,Arizona,255212,618447,247.42,102.1,63145516,213.528,376.35,9.6051398E7
2008-04-01,Arizona,259001,626555,246.92,102.07,63951645,214.823,373.33,9.66912E7
2008-05-01,Arizona,263699,638780,246.41,101.72,64978884,216.632,369.45,9.7423928E7
2008-06-01,Arizona,266671,645799,245.71,101.46,65523315,218.815,364.72,9.7260113E7
2008-07-01,Arizona,272205,659295,247.95,102.37,67493275,219.964,366.12,9.9660919E7
2008-08-01,Arizona,278547,675664,247.41,102.0,68915267,219.086,366.79,1.02168455E8
2008-09-01,Arizona,282891,685906,247.13,101.93,69911341,218.783,366.88,1.03788696E8
2007-10-01,California,861074,2107994,276.63,113.0,238202212,208.936,430.03,3.70295563E8
2007-11-01,California,863554,2118581,278.04,113.33,240098300,210.177,429.67,3.71039287E8
2007-12-01,California,871358,2137063,275.25,112.23,239838300,210.036,425.65,3.70886318E8
2008-01-01,California,888017,2160179,273.53,112.45,242901254,211.08,420.9,3.73765035E8
2008-02-01,California,892132,2176434,272.39,111.65,243005675,211.693,417.93,3.72842951E8
2008-03-01,California,909687,2209057,273.25,112.52,248569269,213.528,415.64,3.7810168E8
2008-04-01,California,919643,2228659,272.63,112.5,250726796,214.823,412.2,3.7908446E8
2008-05-01,California,929182,2252135,272.52,112.44,253222824,216.632,408.59,3.79661217E8
2008-06-01,California,939550,2270623,270.57,111.96,254211626,218.815,401.62,3.7734128E8
2008-07-01,California,953789,2298023,270.92,112.45,258404393,219.964,400.04,3.81561264E8
2008-08-01,California,962778,2325856,271.47,112.37,261364002,219.086,402.46,3.87478092E8
2008-09-01,California,979162,2356921,270.27,112.28,264634871,218.783,401.24,3.92870566E8
2007-10-01,Guam,8044,27053,609.98,181.37,4906663,208.936,948.24,7627618.0
2007-11-01,Guam,8060,27220,614.35,181.91,4951696,210.177,949.39,7652173.0
2007-12-01,Guam,8150,27460,604.94,179.54,4930247,210.036,935.48,7624142.0
2008-01-01,Guam,8055,27125,610.43,181.27,4916994,211.08,939.3,7566039.0
2008-02-01,Guam,8136,27486,608.52,180.13,4950924,211.693,933.65,7596189.0
2008-03-01,Guam,8195,27637,611.71,181.39,5012982,213.528,930.48,7625307.0
2008-04-01,Guam,8195,27580,610.19,181.31,5000470,214.823,922.57,7560422.0
2008-05-01,Guam,8370,28011,602.88,180.15,5046105,216.632,903.91,7565710.0
2008-06-01,Guam,8502,28579,591.84,176.07,5031782,218.815,878.5,7468970.0
2008-07-01,Guam,8583,28747,591.54,176.62,5077203,219.964,873.47,7497024.0
2008-08-01,Guam,8567,28637,603.79,180.63,5172643,219.086,895.13,7668561.0
2008-09-01,Guam,8687,28947,590.24,177.13,5127382,218.783,876.26,7611988.0
2007-10-01,Hawaii,46754,92486,314.93,159.21,14724288,208.936,489.57,2.2889538E7
2007-11-01,Hawaii,47030,93190,315.12,159.03,14820041,210.177,486.98,2.2902359E7
2007-12-01,Hawaii,47344,93916,314.6,158.59,14894265,210.036,486.5,2.3032514E7
2008-01-01,Hawaii,47675,94338,311.17,157.26,14835195,211.08,478.81,2.2827701E7
2008-02-01,Hawaii,47885,94775,312.3,157.79,14954673,211.693,479.16,2.2944914E7
2008-03-01,Hawaii,48179,95017,311.71,158.06,15017926,213.528,474.15,2.2843946E7
2008-04-01,Hawaii,48777,96038,313.85,159.4,15308617,214.823,474.52,2.3145746E7
2008-05-01,Hawaii,49197,96862,314.24,159.61,15459835,216.632,471.15,2.3179189E7
2008-06-01,Hawaii,49599,97845,315.7,160.03,15658339,218.815,468.61,2.3242594E7
2008-07-01,Hawaii,50414,99635,317.67,160.74,16014947,219.964,469.07,2.3647754E7
2008-08-01,Hawaii,51265,101656,318.87,160.8,16346683,219.086,472.73,2.423433E7
2008-09-01,Hawaii,51774,102855,320.19,161.18,16577652,218.783,475.35,2.4610784E7
2007-10-01,Idaho,37089,90059,237.07,97.63,8792596,208.936,368.54,1.3668468E7
2007-11-01,Idaho,37653,91768,235.76,96.73,8876945,210.177,364.34,1.3718112E7
2007-12-01,Idaho,38568,94448,236.65,96.64,9127106,210.036,365.96,1.4114171E7
2008-01-01,Idaho,39629,97378,236.38,96.2,9367452,211.08,363.73,1.4414195E7
2008-02-01,Idaho,40112,98613,236.4,96.16,9482557,211.693,362.71,1.4549062E7
2008-03-01,Idaho,41222,101402,238.15,96.81,9816845,213.528,362.25,1.493252E7
2008-04-01,Idaho,41682,102519,238.05,96.79,9922422,214.823,359.92,1.500213E7
2008-05-01,Idaho,42075,103611,238.22,96.74,10023094,216.632,357.17,1.5027793E7
2008-06-01,Idaho,42425,104057,238.21,97.12,10105999,218.815,353.59,1.5000929E7
2008-07-01,Idaho,42505,104536,239.5,97.38,10179840,219.964,353.65,1.5031604E7
2008-08-01,Idaho,43021,105822,238.68,97.03,10268274,219.086,353.85,1.522295E7
2008-09-01,Idaho,44034,108157,240.83,98.05,10604584,218.783,357.53,1.574331E7
2007-10-01,Nevada,61979,132935,208.8,97.35,12941187,208.936,324.59,2.0117631E7
2007-11-01,Nevada,62609,134223,207.31,96.7,12979743,210.177,320.37,2.0058429E7
2007-12-01,Nevada,63429,135917,209.14,97.6,13265291,210.036,323.41,2.0513466E7
2008-01-01,Nevada,64614,138430,208.26,97.21,13456730,211.08,320.46,2.0706584E7
2008-02-01,Nevada,65129,139266,206.26,96.46,13433189,211.693,316.46,2.0610506E7
2008-03-01,Nevada,66278,141718,209.45,97.96,13881984,213.528,318.6,2.1116051E7
2008-04-01,Nevada,68039,145517,209.6,98.0,14261236,214.823,316.9,2.1562167E7
2008-05-01,Nevada,68842,147361,211.66,98.88,14571126,216.632,317.35,2.1846733E7
2008-06-01,Nevada,70506,151009,210.3,98.19,14827568,218.815,312.16,2.2009432E7
2008-07-01,Nevada,71468,153188,212.08,98.94,15156915,219.964,313.16,2.2380779E7
2008-08-01,Nevada,72228,155547,212.01,98.45,15313398,219.086,314.31,2.2702462E7
2008-09-01,Nevada,73442,158819,212.77,98.39,15626077,218.783,315.87,2.3198098E7
2007-10-01,Oregon,229567,443493,186.11,96.34,42724716,208.936,289.32,6.6417405E7
2007-11-01,Oregon,231456,447067,185.34,95.96,42898675,210.177,286.42,6.6294071E7
2007-12-01,Oregon,233413,452160,187.91,97.0,43861355,210.036,290.58,6.7827267E7
2008-01-01,Oregon,236825,457384,184.51,95.54,43696473,211.08,283.92,6.7238079E7
2008-02-01,Oregon,239852,454752,187.97,99.14,45085563,211.693,288.4,6.9174658E7
2008-03-01,Oregon,240845,465035,187.89,97.31,45252031,213.528,285.8,6.8833404E7
2008-04-01,Oregon,245789,474808,186.04,96.31,45727031,214.823,281.28,6.9136635E7
2008-05-01,Oregon,248401,480123,185.73,96.09,46134837,216.632,278.47,6.9170733E7
2008-06-01,Oregon,250009,482871,185.23,95.9,46308118,218.815,274.95,6.8737865E7
2008-07-01,Oregon,252013,486855,184.75,95.63,46560092,219.964,272.8,6.8750873E7
2008-08-01,Oregon,254128,491022,184.77,95.63,46954480,219.086,273.93,6.9611087E7
2008-09-01,Oregon,256780,496212,183.01,94.71,46993906,218.783,271.69,6.9766023E7
2007-10-01,Washington,272795,533265,198.22,101.4,54073507,208.936,308.14,8.4059588E7
2007-11-01,Washington,279622,553659,193.24,97.6,54034536,210.177,298.63,8.3503031E7
2007-12-01,Washington,298755,631860,200.96,95.02,60038863,210.036,310.76,9.284419E7
2008-01-01,Washington,297222,603412,186.96,92.09,55568159,211.08,287.69,8.5505672E7
2008-02-01,Washington,290310,576136,191.75,96.62,55666160,211.693,294.2,8.5408439E7
2008-03-01,Washington,292699,580257,193.62,97.67,56673691,213.528,294.52,8.6207027E7
2008-04-01,Washington,294666,582564,193.85,98.05,57122251,214.823,293.09,8.636555E7
2008-05-01,Washington,296140,584862,192.89,97.67,57122250,216.632,289.2,8.5644345E7
2008-06-01,Washington,291120,565781,196.56,101.14,57221291,218.815,291.77,8.493693E7
2008-07-01,Washington,299104,589174,191.82,97.38,57374213,219.964,283.24,8.471906E7
2008-08-01,Washington,294436,573891,196.41,100.77,57829170,219.086,291.18,8.5733063E7
2008-09-01,Washington,303308,597156,191.47,97.25,58075093,218.783,284.25,8.6216887E7
2008-10-01,Connecticut,127634,237828,232.26,124.65,29644889,216.573,348.33,4.4459188E7
2008-11-01,Connecticut,128983,239921,232.58,125.04,29999202,212.425,355.62,4.5869085E7
2008-12-01,Connecticut,130972,243914,231.96,124.55,30380684,210.228,358.38,4.6937829E7
2009-01-01,Connecticut,132282,245873,225.2,121.16,29789667,211.143,346.42,4.5825262E7
2009-02-01,Connecticut,133673,247159,228.32,123.49,30520880,212.193,349.49,4.6717761E7
2009-03-01,Connecticut,136727,252078,222.88,120.89,30473540,212.709,340.33,4.6532142E7
2009-04-01,Connecticut,138443,254540,262.13,142.57,36290124,213.24,399.27,5.5275893E7
2009-05-01,Connecticut,140333,257679,262.25,142.82,36802390,213.856,398.3,5.5894694E7
2009-06-01,Connecticut,142794,262229,260.93,142.09,37259648,215.693,392.92,5.6107215E7
2009-07-01,Connecticut,147806,273545,275.07,148.63,40657082,215.351,414.87,6.1320448E7
2009-08-01,Connecticut,154044,286445,273.91,147.3,42194454,215.834,412.2,6.3496753E7
2009-09-01,Connecticut,159210,296772,271.0,145.38,43146006,215.969,407.56,6.4888121E7
2008-10-01,Maine,90894,183515,229.05,113.45,20819684,216.573,343.51,3.1223805E7
2008-11-01,Maine,91658,184762,230.88,114.53,21161681,212.425,353.02,3.2356425E7
2008-12-01,Maine,93998,189441,228.86,113.56,21512399,210.228,353.59,3.3236424E7
2009-01-01,Maine,95937,194181,222.43,109.89,21339045,211.143,342.16,3.2825722E7
2009-02-01,Maine,96916,196006,223.73,110.62,21682896,212.193,342.46,3.3189618E7
2009-03-01,Maine,99421,201067,225.78,111.64,22446949,212.709,344.76,3.4275789E7
2009-04-01,Maine,100913,204927,263.1,129.56,26550317,213.24,400.75,4.0440548E7
2009-05-01,Maine,102479,206968,262.68,130.06,26919146,213.856,398.95,4.0884231E7
2009-06-01,Maine,104333,210997,260.71,128.92,27200823,215.693,392.59,4.0960195E7
2009-07-01,Maine,104893,211780,262.32,129.92,27515500,215.351,395.64,4.149985E7
2009-08-01,Maine,106197,214702,260.83,129.01,27698836,215.834,392.51,4.1682875E7
2009-09-01,Maine,107041,216632,260.25,128.59,27857309,215.969,391.4,4.1895151E7
2008-10-01,Massachusetts,298740,563068,219.85,116.64,65677361,216.573,329.71,9.8497995E7
2008-11-01,Massachusetts,305243,574818,215.48,114.43,65774015,212.425,329.47,1.00569137E8
2008-12-01,Massachusetts,309636,582645,234.5,124.62,72609789,210.228,362.3,1.12181341E8
2009-01-01,Massachusetts,318286,597295,212.6,113.29,67668071,211.143,327.04,1.04093378E8
2009-02-01,Massachusetts,324452,607512,205.79,109.9,66768070,212.193,315.0,1.02200681E8
