SheetName,National Data Bank Version 8.2 - Supplemental Nutrition Assistance Program,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,01/15/2015
NERO,"SNAP Monthly State Participation and Benefit Summary, Fiscal Year 1989",,,,,
NERO,Fiscal Year and Month,Participation 1/,,Benefit,,
NERO,,Household,Persons,Per Household,Per Person,Cost
NERO,,----------------- Number -----------------,,------------------------------------------------------------------- Dollars -------------------------------------------------------------------,,
NERO,Connecticut,,,,,
NERO,Sep 1989,15177,33640,91.2124,41.1513,1384330
NERO,Total,15210.5833,34058.5833,95.2926,42.5577,17393477
NERO,,,,,,
NERO,,,,,,
NERO,NERO,,,,,
NERO,Oct 1988,908555,2097456,114.1548,49.4484,103715915
NERO,Nov 1988,908761,2092073,114.0035,49.5212,103601966
NERO,Dec 1988,913034,2106195,114.4666,49.6212,104511898
NERO,Jan 1989,924233,2122544,111.9244,48.736,103444236
NERO,Feb 1989,903662,2066052,115.3048,50.4327,104196549
NERO,Mar 1989,927115,2102515,113.4836,50.0412,105212379
NERO,Apr 1989,926756,2098790,112.8915,49.8492,104622910
NERO,May 1989,925116,2097954,112.8039,49.7421,104356712
NERO,Jun 1989,930214,2096559,111.4569,49.4519,103678758
NERO,Jul 1989,904351,2039835,113.4648,50.3041,102612029
NERO,Aug 1989,911075,2046654,113.8799,50.694,103753103
NERO,Sep 1989,922685,2085384,111.8534,49.4899,103205457
NERO,Total,917129.75,2087667.5833,113.2984,49.7729,1246911912
NERO,,,,,,
NERO,,,,,,
NERO,1. FNS-388 data. Totals are averaged.,,,,,
NERO,ALL DATA SUBJECT TO REVISION,,,,,
MARO,"SNAP Monthly State Participation and Benefit Summary, Fiscal Year 1989",,,,,
MARO,Fiscal Year and Month,Participation 1/,,Benefit,,
MARO,,Household,Persons,Per Household,Per Person,Cost
MARO,,----------------- Number -----------------,,------------------------------------------------------------------- Dollars -------------------------------------------------------------------,,
MARO,Delaware,,,,,
MARO,Oct 1988,10654,28767,138.3512,51.2391,1473994
MARO,Nov 1988,10670,28810,138.473,51.2845,1477507
MARO,Dec 1988,11141,30081,147.6871,54.6984,1645382
MARO,Jan 1989,10932,29517,148.5344,55.0116,1623778
MARO,Feb 1989,10931,29512,147.9885,54.8137,1617662
MARO,Mar 1989,11290,30483,149.6937,55.4421,1690042
MARO,Apr 1989,11281,30459,142.0823,52.6225,1602830
MARO,May 1989,10926,29501,140.5237,52.0444,1535362
MARO,Jun 1989,10940,29539,139.8848,51.8074,1530340
MARO,Jul 1989,10904,29441,139.8892,51.8105,1525352
MARO,Aug 1989,11217,30286,137.6587,50.9845,1544118
MARO,Sep 1989,11208,30262,140.6834,52.1043,1576779
MARO,Total,11007.8333,29721.5,142.6495,52.8325,18843146
MARO,,,,,,
MARO,,,,,,
MARO,District of Columbia,,,,,
MARO,Oct 1988,25414,58940,117.1494,50.513,2977234
MARO,Nov 1988,25854,59833,117.71,50.8628,3043274
MARO,Dec 1988,25957,60173,117.8472,50.8361,3058959
MARO,Jan 1989,25252,58175,116.4857,50.5629,2941496
MARO,Feb 1989,25050,57598,116.0402,50.4672,2906808
MARO,Mar 1989,24536,56402,121.0275,52.6494,2969531
MARO,Apr 1989,25361,58583,116.0661,50.2458,2943552
MARO,May 1989,25067,58029,115.3748,49.8389,2892101
MARO,Jun 1989,25225,57946,115.4809,50.271,2913005
MARO,Jul 1989,25174,57983,115.6182,50.197,2910572
MARO,Aug 1989,25573,58903,116.1278,50.4174,2969735
MARO,Sep 1989,25678,59415,116.1596,50.2019,2982747
MARO,Total,25345.0833,58498.3333,116.7518,50.5841,35509014
MARO,,,,,,
MARO,,,,,,
MARO,Maryland,,,,,
MARO,Oct 1988,104553,246116,139.4658,59.2467,14581566
MARO,Nov 1988,105092,247080,139.2477,59.227,14633817
MARO,Dec 1988,106723,250104,139.5906,59.5653,14897526
MARO,Jan 1989,106689,249662,136.7382,58.4328,14588460
MARO,Feb 1989,106667,249456,138.3458,59.1565,14756935
MARO,Mar 1989,108075,252499,139.2828,59.616,15052988
MARO,Apr 1989,106635,249777,138.8656,59.2846,14807928
MARO,May 1989,106310,249038,138.6639,59.1932,14741357
MARO,Jun 1989,105978,248137,139.0411,59.3837,14735293
MARO,Jul 1989,105399,246939,134.4822,57.3999,14174286
MARO,Aug 1989,106331,248688,136.2263,58.246,14485074
MARO,Sep 1989,106060,248276,135.9492,58.0756,14418769
MARO,Total,106209.3333,248814.3333,137.9932,58.904,175873999
MARO,,,,,,
MARO,,,,,,
MARO,New Jersey,,,,,
MARO,Oct 1988,135148,351533,142.3565,54.7294,19239193
MARO,Nov 1988,134449,348351,141.782,54.722,19062453
MARO,Dec 1988,139492,363346,144.5321,55.4872,20161067
MARO,Jan 1989,132807,341918,139.306,54.1089,18500813
MARO,Feb 1989,136284,351673,141.199,54.7189,19243162
MARO,Mar 1989,138154,356461,140.8162,54.5763,19454319
MARO,Apr 1989,136290,348944,142.0831,55.4946,19364501
MARO,May 1989,135211,345271,140.6921,55.0962,19023115
MARO,Jun 1989,137963,353913,140.1857,54.6474,19340435
MARO,Jul 1989,138205,355355,138.9209,54.0292,19199564
MARO,Aug 1989,139257,357935,139.0982,54.1171,19370401
MARO,Sep 1989,140617,361026,140.0987,54.5674,19700263
MARO,Total,136989.75,352977.1667,140.9225,54.6918,231659286
MARO,,,,,,
MARO,,,,,,
MARO,Pennsylvania,,,,,
MARO,Oct 1988,385839,916318,121.0172,50.9574,46693139
MARO,Nov 1988,383396,905880,119.4541,50.5566,45798209
MARO,Dec 1988,386907,917300,120.8126,50.9574,46743232
MARO,Jan 1989,388529,920472,120.5791,50.8961,46848463
MARO,Feb 1989,389494,918543,118.9305,50.4306,46322703
MARO,Mar 1989,397452,938790,119.296,50.5059,47414444
MARO,Apr 1989,393872,930664,118.9697,50.3499,46858837
MARO,May 1989,389661,913707,117.474,50.0982,45775052
MARO,Jun 1989,387954,912119,118.0405,50.2065,45794272
MARO,Jul 1989,387757,911206,117.3831,49.9515,45516135
MARO,Aug 1989,386364,901156,116.5272,49.9602,45021934
MARO,Sep 1989,388003,908116,117.0194,49.9979,45403896
MARO,Total,388769,916189.25,118.7917,50.4072,554190316
MARO,,,,,,
MARO,,,,,,
MARO,Puerto Rico,,,,,
MARO, No data found.,,,,,
MARO,,,,,,
MARO,,,,,,
MARO,Virginia,,,,,
MARO,Oct 1988,134168,325975,126.4384,52.0408,16963989
MARO,Nov 1988,133829,323468,124.7556,51.6153,16695913
MARO,Dec 1988,137888,335433,126.2513,51.8987,17408543
MARO,Jan 1989,138972,337707,125.7207,51.7361,17471651
MARO,Feb 1989,138093,334666,125.7593,51.892,17366475
MARO,Mar 1989,142370,346190,127.7046,52.5183,18181301
MARO,Apr 1989,140650,341850,127.2932,52.3732,17903783
MARO,May 1989,137958,332544,123.4435,51.2113,17030022
MARO,Jun 1989,138041,333138,123.6281,51.2273,17065745
MARO,Jul 1989,135991,326986,123.0507,51.1758,16733785
MARO,Aug 1989,136181,325167,122.1328,51.1496,16632171
MARO,Sep 1989,136526,327117,124.5889,51.9986,17009630
MARO,Total,137555.5833,332520.0833,125.0785,51.742,206463008
MARO,,,,,,
MARO,,,,,,
MARO,Virgin Islands,,,,,
MARO,Oct 1988,4712,17136,272.2284,74.8564,1282740
MARO,Nov 1988,4660,16941,267.97,73.7111,1248740
MARO,Dec 1988,4685,17108,269.0378,73.6756,1260442
MARO,Jan 1989,4453,17057,272.519,71.1454,1213527
MARO,Feb 1989,4249,15449,262.0362,72.0689,1113392
MARO,Mar 1989,4407,16052,269.7009,74.0451,1188572
MARO,Apr 1989,4404,15908,261.807,72.4791,1152998
MARO,May 1989,4421,15954,254.216,70.4456,1123889
MARO,Jun 1989,4499,16185,255.4977,71.0216,1149484
MARO,Jul 1989,4444,16067,254.0657,70.2725,1129068
MARO,Aug 1989,4337,15577,253.671,70.6279,1100171
MARO,Sep 1989,4394,15894,286.2021,79.1224,1257572
MARO,Total,4472.0833,16277.3333,264.9883,72.8037,14220595
MARO,,,,,,
MARO,,,,,,
MARO,West Virginia,,,,,
MARO,Oct 1988,90828,251290,152.4191,55.0914,13843918
MARO,Nov 1988,91005,251512,150.5589,54.477,13701612
MARO,Dec 1988,94044,260336,151.0845,54.5779,14208589
MARO,Jan 1989,95260,263668,151.333,54.6747,14415980
MARO,Feb 1989,95235,263817,150.8761,54.4646,14368690
MARO,Mar 1989,96565,267320,150.6102,54.4055,14543676
MARO,Apr 1989,95594,264332,151.303,54.7178,14463659
MARO,May 1989,94698,260903,148.7443,53.9886,14085792
MARO,Jun 1989,93920,258388,148.842,54.1018,13979243
MARO,Jul 1989,93329,256646,148.5547,54.0217,13864459
MARO,Aug 1989,93907,257470,147.692,53.8677,13869313
MARO,Sep 1989,93245,255058,148.4504,54.271,13842253
MARO,Total,93969.1667,259228.3333,150.0379,54.3881,169187184
MARO,,,,,,
MARO,,,,,,
MARO,MARO,,,,,
MARO,Oct 1988,891316,2196075,131.3292,53.3023,117055773
MARO,Nov 1988,888955,2181875,130.1095,53.0102,115661525
MARO,Dec 1988,906837,2233881,131.6485,53.4423,119383740
MARO,Jan 1989,902894,2218176,130.2525,53.0184,117604168
MARO,Feb 1989,906003,2220714,129.9067,52.9991,117695827
MARO,Mar 1989,922849,2264197,130.5684,53.2175,120494873
MARO,Apr 1989,914087,2240517,130.2919,53.1565,119098088
MARO,May 1989,904252,2204947,128.5114,52.7027,116206690
MARO,Jun 1989,904520,2209365,128.8062,52.7336,116507817
MARO,Jul 1989,901203,2200623,127.6663,52.2821,115053221
MARO,Aug 1989,903167,2195182,127.3219,52.3842,114992917
MARO,Sep 1989,905731,2205164,128.2852,52.6908,116191909
MARO,Total,904317.8333,2214226.3333,129.5587,52.9134,1405946548
MARO,,,,,,
MARO,,,,,,
MARO,1. FNS-388 data. Totals are averaged.,,,,,
MARO,ALL DATA SUBJECT TO REVISION,,,,,
SERO,"SNAP Monthly State Participation and Benefit Summary, Fiscal Year 1989",,,,,
SERO,Fiscal Year and Month,Participation 1/,,Benefit,,
SERO,,Household,Persons,Per Household,Per Person,Cost
SERO,,----------------- Number -----------------,,------------------------------------------------------------------- Dollars -------------------------------------------------------------------,,
SERO,Alabama,,,,,
SERO,Oct 1988,153002,427623,150.0981,53.7046,22965304
SERO,Nov 1988,153226,426172,146.8347,52.793,22498896
SERO,Dec 1988,157222,438644,149.0439,53.4214,23432986
SERO,Jan 1989,157389,439131,146.9942,52.6842,23135266
SERO,Feb 1989,155863,432792,144.8796,52.176,22581362
SERO,Mar 1989,160501,446855,148.8974,53.4808,23898183
SERO,Apr 1989,159180,443095,148.0403,53.1828,23565051
SERO,May 1989,156525,432744,143.127,51.7695,22402959
SERO,Jun 1989,158047,438400,145.6963,52.5248,23026861
SERO,Jul 1989,157251,435296,145.5861,52.5931,22893563
SERO,Aug 1989,155922,428280,143.0437,52.0773,22303667
SERO,Sep 1989,158278,437504,147.5366,53.375,23351792
SERO,Total,156867.1667,435544.6667,146.6506,52.8181,276055890
SERO,,,,,,
SERO,,,,,,
SERO,Florida,,,,,
SERO,Oct 1988,252097,646479,148.5951,57.9453,37460389
SERO,Nov 1988,255877,655687,146.4169,57.1381,37464709
SERO,Dec 1988,257415,660820,146.7819,57.1772,37783857
SERO,Jan 1989,257176,658327,144.9134,56.6105,37268241
SERO,Feb 1989,254413,649914,145.4318,56.9302,36999753
SERO,Mar 1989,261836,669391,145.2373,56.8104,38028358
SERO,Apr 1989,259406,663784,143.7198,56.1655,37281788
SERO,May 1989,259406,663784,143.9707,56.2636,37346858
SERO,Jun 1989,264789,677234,143.1052,55.9521,37892683
SERO,Jul 1989,267273,683036,143.656,56.2128,38395367
SERO,Aug 1989,271511,691285,145.8955,57.3023,39612220
SERO,Sep 1989,271794,695523,146.1512,57.1125,39723026
SERO,Total,261082.75,667938.6667,145.3106,56.7988,455257249
SERO,,,,,,
SERO,,,,,,
SERO,Georgia,,,,,
SERO,Oct 1988,175081,471271,141.1426,52.4356,24711394
SERO,Nov 1988,176160,472450,139.9662,52.1885,24656448
SERO,Dec 1988,177986,478666,141.0258,52.4387,25100623
SERO,Jan 1989,180193,484707,139.9081,52.0118,25210460
SERO,Feb 1989,180719,485068,138.8939,51.7469,25100771
SERO,Mar 1989,185061,496313,139.5448,52.0323,25824305
SERO,Apr 1989,182457,490636,138.6826,51.5731,25303618
SERO,May 1989,181538,484619,136.9339,51.2954,24858708
SERO,Jun 1989,181888,486210,137.4346,51.4134,24997696
SERO,Jul 1989,181778,485681,138.1162,51.6934,25106478
SERO,Aug 1989,183051,486762,138.0847,51.9279,25276551
SERO,Sep 1989,184824,493186,138.6495,51.9596,25625762
SERO,Total,180894.6667,484630.75,139.0187,51.8905,301772814
SERO,,,,,,
SERO,,,,,,
SERO,Kentucky,,,,,
SERO,Oct 1988,164938,459197,152.796,54.8825,25201866
SERO,Nov 1988,166995,462370,150.1364,54.225,25072035
SERO,Dec 1988,159539,439995,159.4075,57.8,25431719
SERO,Jan 1989,161102,445493,158.7458,57.4067,25574268
SERO,Feb 1989,159827,445242,160.9193,57.7647,25719252
SERO,Mar 1989,161043,447854,161.8289,58.1918,26061414
SERO,Apr 1989,157576,435621,162.6139,58.8219,25624043
SERO,May 1989,163795,454845,151.2143,54.454,24768141
SERO,Jun 1989,155399,428771,156.8877,56.8606,24380187
SERO,Jul 1989,162103,448071,148.1924,53.613,24022435
SERO,Aug 1989,162502,446171,148.7507,54.1772,24172281
SERO,Sep 1989,162454,445038,147.3511,53.7882,23937780
SERO,Total,161439.4167,446555.6667,154.839,55.9776,299965421
SERO,,,,,,
SERO,,,,,,
SERO,Mississippi,,,,,
SERO,Oct 1988,169841,500756,159.6869,54.1609,27121383
SERO,Nov 1988,168030,484082,155.0315,53.8131,26049951
SERO,Dec 1988,171032,493742,156.4343,54.1888,26755277
SERO,Jan 1989,171771,496345,155.8034,53.9192,26762505
SERO,Feb 1989,170071,488052,153.8715,53.6194,26169079
SERO,Mar 1989,173583,503603,158.722,54.7086,27551437
SERO,Apr 1989,173336,500030,156.9496,54.4068,27205019
SERO,May 1989,171655,487295,150.2816,52.9384,25796596
SERO,Jun 1989,172452,493098,152.6711,53.3939,26328445
SERO,Jul 1989,172264,491564,152.9437,53.5977,26346699
SERO,Aug 1989,170625,483489,150.7553,53.2021,25722617
SERO,Sep 1989,173351,492254,155.3563,54.7099,26931175
SERO,Total,171500.9167,492859.1667,154.8778,53.893,318740183
SERO,,,,,,
SERO,,,,,,
SERO,North Carolina,,,,,
SERO,Oct 1988,149943,382152,124.892,49.0032,18726684
SERO,Nov 1988,150085,380125,122.1326,48.2217,18330266
SERO,Dec 1988,155045,394734,124.516,48.9078,19305584
SERO,Jan 1989,156163,397705,122.402,48.0624,19114658
SERO,Feb 1989,154760,392795,121.845,48.0066,18856738
SERO,Mar 1989,158005,403366,126.2934,49.4712,19954989
SERO,Apr 1989,156714,400036,125.2364,49.0613,19626298
SERO,May 1989,153138,387923,122.0332,48.1743,18687913
SERO,Jun 1989,153463,389584,121.8909,48.0146,18705737
SERO,Jul 1989,152545,386258,121.9823,48.1745,18607796
SERO,Aug 1989,151860,381299,121.1506,48.2507,18397931
SERO,Sep 1989,153261,387675,126.4069,49.9729,19373243
SERO,Total,153748.5,390304.3333,123.4092,48.6133,227687837
SERO,,,,,,
SERO,,,,,,
SERO,South Carolina,,,,,
SERO,Oct 1988,89005,254754,150.6542,52.635,13408974
SERO,Nov 1988,88480,252294,148.4043,52.0457,13130809
SERO,Dec 1988,90137,257557,150.281,52.5937,13545874
SERO,Jan 1989,89811,256582,148.764,52.0716,13360640
SERO,Feb 1989,89265,254076,146.51,51.4736,13078213
SERO,Mar 1989,90916,260314,151.586,52.9422,13781593
SERO,Apr 1989,90182,258107,150.4913,52.5813,13571604
SERO,May 1989,91210,258857,143.0828,50.4162,13050583
SERO,Jun 1989,89530,254993,148.2783,52.0617,13275358
SERO,Jul 1989,90412,252258,145.6137,52.1895,13165228
SERO,Aug 1989,88393,249251,147.5055,52.3106,13038458
SERO,Sep 1989,152276,455486,136.7367,45.7132,20821711
SERO,Total,94968.0833,272044.0833,146.7414,51.2261,167229045
SERO,,,,,,
SERO,,,,,,
SERO,Tennessee,,,,,
SERO,Oct 1988,187236,488284,136.9386,52.5101,25639842
SERO,Nov 1988,189293,493024,135.4313,51.9979,25636190
SERO,Dec 1988,191606,498908,135.8912,52.1891,26037571
SERO,Jan 1989,193198,503090,135.657,52.0954,26208661
SERO,Feb 1989,195232,508793,136.2783,52.2922,26605891
SERO,Mar 1989,198404,516716,136.1631,52.2827,27015300
SERO,Apr 1989,194784,505933,135.8749,52.3118,26466266
SERO,May 1989,193141,499506,134.0695,51.8398,25894310
SERO,Jun 1989,191597,494960,133.6593,51.739,25608712
SERO,Jul 1989,191692,494625,134.0824,51.9637,25702533
SERO,Aug 1989,193989,500159,133.3396,51.7164,25866412
SERO,Sep 1989,192551,495958,133.3688,51.7792,25680303
SERO,Total,192726.9167,499996.3333,135.0624,52.0607,312361991
SERO,,,,,,
SERO,,,,,,
SERO,SERO,,,,,
SERO,Oct 1988,1341143,3630516,145.5742,53.7763,195235836
SERO,Nov 1988,1348146,3626204,143.0404,53.1794,192839304
SERO,Dec 1988,1359982,3663066,145.1442,53.8875,197393491
SERO,Jan 1989,1366803,3681380,143.8647,53.4133,196634699
SERO,Feb 1989,1360150,3656732,143.4482,53.3567,195111059
SERO,Mar 1989,1389349,3744412,145.475,53.9779,202115579
SERO,Apr 1989,1373635,3697242,144.6117,53.7275,198643687
SERO,May 1989,1370408,3669573,140.6925,52.5418,192806068
SERO,Jun 1989,1367165,3663250,142.0572,53.0173,194215679
SERO,Jul 1989,1375318,3676789,141.2329,52.8287,194240099
SERO,Aug 1989,1377853,3666696,141.0819,53.0151,194390137
SERO,Sep 1989,1448789,3902624,141.8045,52.6427,205444792
SERO,Total,1373228.4167,3689873.6667,143.1584,53.278,2359070430
SERO,,,,,,
SERO,,,,,,
SERO,1. FNS-388 data. Totals are averaged.,,,,,
SERO,ALL DATA SUBJECT TO REVISION,,,,,
MWRO,"SNAP Monthly State Participation and Benefit Summary, Fiscal Year 1989",,,,,
MWRO,Fiscal Year and Month,Participation 1/,,Benefit,,
MWRO,,Household,Persons,Per Household,Per Person,Cost
MWRO,,----------------- Number -----------------,,------------------------------------------------------------------- Dollars -------------------------------------------------------------------,,
MWRO,Illinois,,,,,
MWRO,Oct 1988,405572,1001115,152.2574,61.6825,61751319
MWRO,Nov 1988,403977,994391,151.3739,61.4965,61151560
MWRO,Dec 1988,406688,1000315,151.2102,61.476,61495363
MWRO,Jan 1989,405536,1000856,151.6788,61.4586,61511212
MWRO,Feb 1989,402533,989760,150.3487,61.1465,60520326
MWRO,Mar 1989,408940,1006559,152.6415,62.0144,62421196
MWRO,Apr 1989,404400,995251,150.7213,61.2425,60951709
MWRO,May 1989,401886,986623,150.0483,61.1199,60302296
MWRO,Jun 1989,400685,985369,149.8745,60.9441,60052475
MWRO,Jul 1989,395337,974221,150.026,60.8803,59310838
MWRO,Aug 1989,396289,973376,151.5195,61.6879,60045518
MWRO,Sep 1989,393671,966160,151.8981,61.8923,59797867
MWRO,Total,402126.1667,989499.6667,151.1366,61.4209,729311679
MWRO,,,,,,
MWRO,,,,,,
MWRO,Indiana,,,,,
MWRO,Oct 1988,99171,284804,154.774,53.8935,15349092
MWRO,Nov 1988,97659,278625,151.4984,53.1007,14795186
MWRO,Dec 1988,99796,286316,152.8075,53.2613,15249574
MWRO,Jan 1989,101160,289993,153.081,53.4002,15485672
MWRO,Feb 1989,100790,288336,153.0218,53.4899,15423064
MWRO,Mar 1989,103223,296964,170.2622,59.1822,17574973
MWRO,Apr 1989,101681,291987,155.8699,54.2798,15849003
MWRO,May 1989,98203,280395,152.2,53.3051,14946493
MWRO,Jun 1989,98354,281484,153.0722,53.4853,15055267
MWRO,Jul 1989,96816,276276,152.8934,53.5788,14802528
MWRO,Aug 1989,99098,282643,152.8286,53.5835,15145005
MWRO,Sep 1989,99476,283865,151.7858,53.1909,15099040
MWRO,Total,99618.9167,285140.6667,154.5681,54.0011,184774897
MWRO,,,,,,
MWRO,,,,,,
MWRO,Michigan,,,,,
MWRO,Oct 1988,357198,863842,114.6573,47.4107,40955350
MWRO,Nov 1988,356694,858718,118.6017,49.2647,42304519
MWRO,Dec 1988,359318,865772,118.7797,49.2967,42679671
MWRO,Jan 1989,363165,873318,117.959,49.0527,42838595
MWRO,Feb 1989,363883,873772,119.0653,49.5848,43325833
MWRO,Mar 1989,369164,886096,131.271,54.6899,48460539
MWRO,Apr 1989,368411,884499,116.9077,48.6943,43070086
MWRO,May 1989,365798,876145,112.2042,46.8462,41044090
MWRO,Jun 1989,366206,880957,112.9779,46.9639,41373182
MWRO,Jul 1989,363074,876266,113.204,46.9052,41101444
MWRO,Aug 1989,364360,875425,113.2985,47.1559,41281440
